<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.52@@2.52,10731524096.0,32000.0,4096.0,✓,✗,30.78 ± 1.71 / 41.31 ± 0.94@@30.78,55.52 ± 2.65 / 47.39 ± 2.25@@55.52,6.41 ± 3.33 / 35.72 ± 1.70@@6.41,72.15 ± 1.88 / 54.65 ± 2.29@@72.15,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,2.55@@2.55,12187325040.0,262144.0,8192.0,✓,✗,49.98 ± 1.55 / 66.55 ± 1.01@@49.98,32.86 ± 10.21 / 24.23 ± 6.73@@32.86,47.00 ± 1.18 / 73.12 ± 0.71@@47.00,18.06 ± 1.23 / 5.96 ± 0.71@@18.06,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,2.58@@2.58,574602505.0,250300.0,512.0,✓,✗,16.75 ± 5.84 / 41.45 ± 6.62@@16.75,71.00 ± 0.82 / 68.79 ± 0.65@@71.00,31.50 ± 9.10 / 64.03 ± 6.78@@31.50,30.23 ± 1.54 / 22.56 ± 1.59@@30.23,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,2.58@@2.58,278225673.0,251000.0,512.0,✓,✗,28.25 ± 8.31 / 48.88 ± 6.04@@28.25,66.01 ± 3.72 / 66.15 ± 3.49@@66.01,37.11 ± 9.42 / 63.76 ± 8.01@@37.11,9.87 ± 1.86 / 6.03 ± 1.29@@9.87,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.58@@2.58,7849978192.0,262400.0,8192.0,✓,✗,48.81 ± 1.46 / 65.42 ± 1.14@@48.81,49.15 ± 2.85 / 37.48 ± 2.92@@49.15,24.93 ± 2.14 / 58.15 ± 2.89@@24.93,27.43 ± 0.83 / 11.18 ± 1.22@@27.43,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.59@@2.59,7241748480.0,32002.0,32768.0,✗,✗,40.86 ± 1.39 / 59.47 ± 0.94@@40.86,44.97 ± 2.20 / 31.41 ± 2.26@@44.97,6.53 ± 2.58 / 50.35 ± 3.60@@6.53,65.31 ± 0.93 / 43.40 ± 1.02@@65.31,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.71@@2.71,2031739904.0,151936.0,40960.0,✓,✗,40.51 ± 1.14 / 59.55 ± 0.82@@40.51,35.81 ± 1.22 / 23.86 ± 1.25@@35.81,11.29 ± 2.31 / 45.15 ± 3.36@@11.29,56.15 ± 1.22 / 37.25 ± 1.35@@56.15,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,2.71@@2.71,1720574976.0,151936.0,40960.0,✗,✗,39.98 ± 1.36 / 59.59 ± 0.83@@39.98,37.18 ± 1.55 / 24.34 ± 0.85@@37.18,11.28 ± 1.62 / 43.76 ± 2.73@@11.28,56.75 ± 0.87 / 34.89 ± 0.96@@56.75,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.73@@2.73,9152319488.0,128000.0,4096.0,✗,✗,45.88 ± 1.19 / 63.85 ± 0.79@@45.88,42.73 ± 2.47 / 27.69 ± 2.97@@42.73,27.10 ± 3.03 / 57.47 ± 4.17@@27.10,21.26 ± 0.97 / 0.20 ± 0.27@@21.26,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.77@@2.77,9152319488.0,128000.0,4096.0,✓,✗,36.45 ± 2.27 / 56.67 ± 1.93@@36.45,40.54 ± 1.85 / 33.24 ± 2.60@@40.54,0.95 ± 1.07 / 33.39 ± 0.28@@0.95,64.99 ± 1.57 / 48.83 ± 1.78@@64.99,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.79@@2.79,278044162.0,250002.0,512.0,✓,✗,39.00 ± 0.98 / 58.52 ± 0.87@@39.00,73.37 ± 2.44 / 73.53 ± 2.19@@73.37,2.56 ± 1.72 / 49.30 ± 1.76@@2.56,15.39 ± 1.38 / 9.75 ± 1.04@@15.39,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.80@@2.80,?,128000.0,4096.0,✓,✗,0.73 ± 1.00 / 16.71 ± 0.26@@0.73,48.39 ± 1.93 / 39.82 ± 2.61@@48.39,27.03 ± 5.90 / 51.08 ± 5.75@@27.03,67.61 ± 1.71 / 50.27 ± 1.99@@67.61,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.85@@2.85,7298011136.0,100278.0,65536.0,✓,✗,33.49 ± 1.13 / 52.14 ± 1.76@@33.49,40.62 ± 3.46 / 30.87 ± 3.59@@40.62,4.01 ± 1.45 / 48.99 ± 2.55@@4.01,59.40 ± 1.18 / 43.26 ± 1.49@@59.40,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.87@@2.87,140645001.0,256000.0,8192.0,✓,✗,21.26 ± 2.84 / 45.53 ± 1.89@@21.26,65.88 ± 1.93 / 64.83 ± 2.05@@65.88,19.87 ± 6.66 / 59.06 ± 3.11@@19.87,19.66 ± 1.59 / 13.58 ± 1.32@@19.66,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.88@@2.88,4300079472.0,262144.0,8192.0,✓,✗,45.82 ± 1.56 / 63.03 ± 1.15@@45.82,40.23 ± 1.82 / 30.08 ± 1.58@@40.23,23.05 ± 2.20 / 57.96 ± 1.63@@23.05,13.28 ± 1.60 / 2.79 ± 1.12@@13.28,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.88@@2.88,3075098624.0,128256.0,65536.0,✓,✗,32.21 ± 3.63 / 44.52 ± 4.82@@32.21,40.34 ± 3.82 / 31.27 ± 4.43@@40.34,2.48 ± 1.80 / 35.64 ± 1.15@@2.48,55.89 ± 1.29 / 39.86 ± 1.43@@55.89,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,2.98@@2.98,7298011136.0,100278.0,65536.0,✗,✗,27.03 ± 1.68 / 49.70 ± 1.80@@27.03,41.96 ± 1.64 / 35.17 ± 2.07@@41.96,4.34 ± 1.92 / 51.20 ± 1.56@@4.34,46.90 ± 1.27 / 25.46 ± 1.89@@46.90,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,3.02@@3.02,7298011136.0,100278.0,65536.0,✗,✗,27.36 ± 1.35 / 49.93 ± 1.54@@27.36,41.00 ± 1.74 / 35.41 ± 1.94@@41.00,4.35 ± 2.07 / 51.15 ± 1.68@@4.35,47.75 ± 1.63 / 28.11 ± 1.76@@47.75,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.07@@3.07,7768117248.0,256000.0,8192.0,✓,✗,40.34 ± 1.74 / 59.37 ± 1.60@@40.34,36.82 ± 1.95 / 28.51 ± 1.73@@36.82,13.18 ± 2.71 / 48.76 ± 2.72@@13.18,22.20 ± 0.76 / 0.07 ± 0.09@@22.20,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.08@@3.08,3606752256.0,128256.0,131072.0,✓,✗,39.82 ± 1.39 / 56.87 ± 1.25@@39.82,45.23 ± 2.89 / 34.42 ± 3.62@@45.23,4.53 ± 3.08 / 40.85 ± 5.30@@4.53,16.64 ± 1.04 / 0.02 ± 0.04@@16.64,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.10@@3.10,7298011136.0,100278.0,65536.0,✗,✗,22.36 ± 3.60 / 35.07 ± 5.20@@22.36,39.38 ± 2.11 / 34.87 ± 2.86@@39.38,1.54 ± 2.30 / 43.03 ± 3.76@@1.54,49.01 ± 1.76 / 31.53 ± 1.95@@49.01,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,3.13@@3.13,4300079472.0,262144.0,8192.0,✓,✗,42.77 ± 1.00 / 50.22 ± 3.15@@42.77,32.02 ± 1.53 / 27.54 ± 1.46@@32.02,12.13 ± 2.51 / 48.76 ± 4.52@@12.13,17.11 ± 3.22 / 4.85 ± 3.21@@17.11,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,3.20@@3.20,3212749824.0,128256.0,131072.0,✓,✗,28.30 ± 4.17 / 46.83 ± 5.49@@28.30,49.60 ± 1.82 / 32.89 ± 2.19@@49.60,4.64 ± 1.98 / 39.77 ± 4.58@@4.64,14.57 ± 0.89 / 0.09 ± 0.07@@14.57,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,3.22@@3.22,3075098624.0,128256.0,65536.0,✓,✗,27.57 ± 1.48 / 48.99 ± 1.57@@27.57,43.60 ± 2.09 / 39.27 ± 2.03@@43.60,6.70 ± 2.03 / 52.08 ± 1.52@@6.70,23.84 ± 0.69 / 1.00 ± 0.28@@23.84,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,3.25@@3.25,7241732096.0,32000.0,32768.0,✓,✗,2.39 ± 1.03 / 16.91 ± 0.44@@2.39,43.32 ± 2.91 / 40.34 ± 3.03@@43.32,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,62.66 ± 1.44 / 45.46 ± 1.12@@62.66,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,3.28@@3.28,117654272.0,250037.0,512.0,✓,✗,37.58 ± 1.10 / 57.04 ± 0.78@@37.58,52.59 ± 1.21 / 52.69 ± 1.28@@52.59,0.92 ± 1.05 / 49.35 ± 0.89@@0.92,0.02 ± 0.04 / 0.00 ± 0.00@@0.02,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,3.29@@3.29,1543714304.0,151936.0,32768.0,✓,✗,31.25 ± 1.69 / 51.71 ± 1.07@@31.25,35.42 ± 2.19 / 17.25 ± 0.84@@35.42,5.44 ± 1.13 / 52.15 ± 0.71@@5.44,21.80 ± 0.63 / 0.33 ± 0.11@@21.80,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,3.30@@3.30,7799574528.0,100096.0,4096.0,✓,✗,17.01 ± 3.41 / 35.37 ± 2.70@@17.01,35.64 ± 2.58 / 32.18 ± 2.52@@35.64,-0.30 ± 0.59 / 33.29 ± 0.26@@-0.30,48.49 ± 1.39 / 34.08 ± 1.33@@48.49,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.40@@3.40,7768117248.0,256000.0,8192.0,✓,✗,4.43 ± 2.19 / 17.15 ± 0.59@@4.43,34.74 ± 1.44 / 31.14 ± 1.80@@34.74,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,58.69 ± 2.75 / 41.74 ± 2.90@@58.69,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.42@@3.42,2569272320.0,65536.0,128000.0,✗,✗,22.56 ± 1.75 / 45.22 ± 1.91@@22.56,40.83 ± 1.56 / 33.37 ± 2.42@@40.83,2.38 ± 1.50 / 45.83 ± 1.69@@2.38,15.00 ± 1.49 / 3.51 ± 1.36@@15.00,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.43@@3.43,1235814400.0,128256.0,131072.0,✓,✗,29.17 ± 2.75 / 39.88 ± 3.07@@29.17,18.06 ± 4.88 / 17.55 ± 4.86@@18.06,1.93 ± 1.47 / 46.58 ± 3.23@@1.93,36.79 ± 2.42 / 23.48 ± 2.46@@36.79,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,3.45@@3.45,108867577.0,84985.0,512.0,✓,✗,11.19 ± 3.16 / 38.62 ± 4.34@@11.19,67.16 ± 1.08 / 67.18 ± 1.00@@67.16,1.89 ± 1.92 / 43.04 ± 5.34@@1.89,0.56 ± 0.50 / 0.31 ± 0.26@@0.56,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.47@@3.47,751632384.0,151936.0,40960.0,✓,✗,24.55 ± 2.38 / 35.29 ± 2.92@@24.55,30.06 ± 1.33 / 22.13 ± 2.15@@30.06,-0.41 ± 1.28 / 38.06 ± 4.18@@-0.41,30.70 ± 1.88 / 12.34 ± 2.03@@30.70,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.58@@3.58,395881664.0,50368.0,8192.0,✓,✗,11.20 ± 2.68 / 38.84 ± 2.43@@11.20,38.22 ± 2.87 / 38.39 ± 2.79@@38.22,2.59 ± 2.46 / 48.61 ± 2.05@@2.59,19.35 ± 1.82 / 12.71 ± 1.86@@19.35,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.61@@3.61,755625600.0,128256.0,8192.0,✓,✗,8.48 ± 3.29 / 33.42 ± 4.88@@8.48,40.24 ± 4.97 / 40.16 ± 4.65@@40.24,1.82 ± 1.48 / 43.85 ± 3.78@@1.82,19.59 ± 2.62 / 13.36 ± 2.45@@19.59,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.70@@3.70,310266624.0,128256.0,8192.0,✓,✗,10.25 ± 1.92 / 38.45 ± 1.83@@10.25,36.41 ± 8.24 / 36.11 ± 8.28@@36.41,2.63 ± 1.86 / 46.36 ± 4.27@@2.63,12.63 ± 1.67 / 6.75 ± 1.23@@12.63,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.70@@3.70,149655232.0,50368.0,8192.0,✓,✗,6.55 ± 1.61 / 36.45 ± 1.63@@6.55,41.16 ± 2.61 / 41.53 ± 2.57@@41.16,1.27 ± 1.88 / 46.06 ± 4.16@@1.27,10.41 ± 1.01 / 4.24 ± 0.57@@10.41,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.71@@3.71,2424375168.0,99000.0,28723.0,✗,✗,18.52 ± 2.05 / 41.57 ± 2.80@@18.52,27.61 ± 1.71 / 22.21 ± 2.31@@27.61,1.59 ± 2.22 / 45.72 ± 4.18@@1.59,12.98 ± 0.73 / 0.04 ± 0.06@@12.98,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.74@@3.74,395881664.0,50368.0,8192.0,✓,✗,7.68 ± 2.17 / 36.43 ± 1.99@@7.68,40.55 ± 2.28 / 40.82 ± 2.11@@40.55,1.22 ± 1.26 / 46.78 ± 2.54@@1.22,11.50 ± 1.44 / 5.75 ± 1.08@@11.50,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.75@@3.75,999885952.0,262144.0,32768.0,✓,✗,23.06 ± 2.39 / 44.15 ± 4.19@@23.06,22.78 ± 0.98 / 21.05 ± 0.74@@22.78,4.47 ± 1.60 / 43.98 ± 4.54@@4.47,4.80 ± 0.48 / 0.11 ± 0.07@@4.80,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.76@@3.76,999885952.0,262144.0,32768.0,✓,✗,24.38 ± 5.23 / 34.35 ± 5.25@@24.38,16.73 ± 3.16 / 16.49 ± 3.12@@16.73,0.37 ± 1.20 / 41.70 ± 2.62@@0.37,13.18 ± 1.03 / 5.44 ± 1.01@@13.18,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.80@@3.80,93990500.0,65636.0,512.0,✓,✗,15.66 ± 1.45 / 42.94 ± 1.16@@15.66,30.38 ± 1.79 / 29.64 ± 1.89@@30.38,2.82 ± 1.71 / 50.49 ± 0.90@@2.82,2.07 ± 1.00 / 1.09 ± 0.64@@2.07,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.99@@3.99,1235814400.0,128256.0,131072.0,✓,✗,4.22 ± 2.73 / 17.58 ± 1.27@@4.22,29.81 ± 1.49 / 24.75 ± 2.04@@29.81,-0.22 ± 1.54 / 38.40 ± 4.48@@-0.22,7.41 ± 0.93 / 0.00 ± 0.00@@7.41,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.99@@3.99,2611528704.0,128000.0,4096.0,✓,✗,0.00 ± 0.00 / 16.63 ± 0.23@@0.00,6.88 ± 2.66 / 6.59 ± 2.27@@6.88,0.17 ± 0.91 / 33.33 ± 0.28@@0.17,42.75 ± 1.33 / 26.07 ± 1.11@@42.75,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.99@@3.99,2611528704.0,128000.0,4096.0,✓,✗,6.92 ± 3.31 / 23.38 ± 4.55@@6.92,13.64 ± 2.07 / 12.96 ± 1.48@@13.64,0.12 ± 1.08 / 36.03 ± 2.72@@0.12,21.41 ± 1.89 / 2.57 ± 1.01@@21.41,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701,16.7.1.dev0@@160701
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.17@@4.17,361821120.0,49152.0,8192.0,✓,✗,2.08 ± 1.75 / 22.50 ± 3.57@@2.08,20.09 ± 2.73 / 20.14 ± 2.60@@20.09,0.29 ± 1.05 / 37.27 ± 4.17@@0.29,3.19 ± 0.26 / 0.02 ± 0.04@@3.19,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.19@@4.19,361821120.0,49152.0,8192.0,✓,✗,0.70 ± 1.16 / 20.58 ± 2.54@@0.70,18.25 ± 1.36 / 18.38 ± 1.71@@18.25,0.31 ± 1.06 / 36.58 ± 4.27@@0.31,5.23 ± 0.83 / 2.05 ± 0.66@@5.23,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.19@@4.19,1170340608.0,65536.0,128000.0,✗,✗,0.07 ± 1.46 / 20.71 ± 3.26@@0.07,18.76 ± 1.98 / 18.51 ± 1.62@@18.76,-0.07 ± 1.33 / 37.04 ± 3.86@@-0.07,4.90 ± 0.38 / 0.02 ± 0.04@@4.90,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.20@@4.20,742489344.0,65536.0,128000.0,✗,✗,7.10 ± 2.70 / 23.83 ± 3.87@@7.10,12.44 ± 1.34 / 11.90 ± 1.04@@12.44,-0.37 ± 1.33 / 36.56 ± 2.86@@-0.37,4.54 ± 0.31 / 0.04 ± 0.06@@4.54,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.27@@4.27,354483968.0,65536.0,128000.0,✗,✗,2.24 ± 1.63 / 27.93 ± 3.65@@2.24,15.24 ± 2.01 / 14.86 ± 1.91@@15.24,-1.61 ± 1.12 / 35.14 ± 2.03@@-1.61,2.01 ± 0.22 / 0.13 ± 0.13@@2.01,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.28@@4.28,134515008.0,49152.0,8192.0,✓,✗,0.85 ± 1.19 / 18.05 ± 0.82@@0.85,15.07 ± 2.04 / 16.08 ± 1.76@@15.07,-0.09 ± 0.18 / 34.73 ± 2.66@@-0.09,2.80 ± 0.67 / 0.72 ± 0.38@@2.80,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.29@@4.29,134515008.0,49152.0,8192.0,✓,✗,-0.24 ± 1.24 / 17.04 ± 1.47@@-0.24,14.92 ± 1.95 / 15.63 ± 1.77@@14.92,-0.38 ± 1.83 / 36.65 ± 3.67@@-0.38,1.54 ± 0.20 / 0.02 ± 0.04@@1.54,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
