<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B</a>,🤔,2.06@@2.06,8190735360.0,151936.0,40960.0,✓,✗,45.24 ± 2.13 / 61.14 ± 1.70@@45.24,74.63 ± 1.45 / 59.81 ± 2.94@@74.63,30.54 ± 1.17 / 57.83 ± 1.02@@30.54,62.58 ± 0.50 / 35.83 ± 1.07@@62.58,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,2.06@@2.06,?,?,200000.0,✓,✗,52.68 ± 2.64 / 64.14 ± 1.77@@52.68,67.82 ± 1.31 / 60.06 ± 1.63@@67.82,30.64 ± 2.77 / 58.07 ± 1.82@@30.64,61.42 ± 0.87 / 25.99 ± 1.24@@61.42,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,2.06@@2.06,12187325040.0,262144.0,8192.0,✓,✗,47.12 ± 2.19 / 61.63 ± 1.96@@47.12,68.47 ± 1.54 / 60.01 ± 1.97@@68.47,33.05 ± 2.27 / 63.45 ± 1.61@@33.05,62.21 ± 0.48 / 34.65 ± 1.46@@62.21,15.5.0@@150500,15.5.0.dev0@@150500,15.5.0@@150500,15.5.0@@150500
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.07@@2.07,32233522176.0,100278.0,65536.0,✗,✗,44.36 ± 2.86 / 60.28 ± 2.43@@44.36,68.59 ± 1.48 / 61.92 ± 1.31@@68.59,35.95 ± 1.93 / 67.65 ± 0.99@@35.95,64.27 ± 2.16 / 40.73 ± 2.23@@64.27,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-SFT'>LumiOpen/Llama-Poro-2-70B-SFT</a>,📝,2.07@@2.07,70553706496.0,128256.0,8192.0,✓,✗,49.66 ± 1.25 / 65.96 ± 0.95@@49.66,74.23 ± 0.86 / 66.77 ± 1.60@@74.23,23.94 ± 3.45 / 47.78 ± 3.68@@23.94,64.29 ± 0.91 / 36.18 ± 1.82@@64.29,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100
<a href='https://hf.co/CohereForAI/c4ai-command-r-08-2024'>CohereForAI/c4ai-command-r-08-2024</a>,📝,2.07@@2.07,32296476672.0,256000.0,131072.0,✗,✗,49.76 ± 2.50 / 65.79 ± 1.88@@49.76,70.69 ± 0.63 / 61.07 ± 1.27@@70.69,28.35 ± 1.85 / 54.75 ± 1.84@@28.35,64.79 ± 0.83 / 38.90 ± 1.01@@64.79,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901
"<a href='https://docs.x.ai/docs/models'>xai/grok-2-1212 (zero-shot, val)</a>",📝,2.07@@2.07,?,?,131072.0,✓,✗,46.37 ± 2.09 / 58.57 ± 1.65@@46.37,70.30 ± 1.08 / 56.80 ± 1.70@@70.30,32.90 ± 3.27 / 57.32 ± 2.11@@32.90,63.07 ± 1.08 / 32.34 ± 1.39@@63.07,15.5.0.dev0@@150500,15.6.1.dev0@@150601,15.5.0.dev0@@150500,15.5.0.dev0@@150500
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Thinking'>Qwen/Qwen3-Next-80B-A3B-Thinking</a>,🤔,2.08@@2.08,81324862720.0,151936.0,262144.0,✓,✗,49.12 ± 1.74 / 64.76 ± 1.23@@49.12,76.71 ± 1.01 / 69.96 ± 1.84@@76.71,25.07 ± 1.09 / 47.94 ± 0.90@@25.07,59.91 ± 0.83 / 37.05 ± 0.87@@59.91,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,2.09@@2.09,?,256128.0,1048576.0,✓,✗,48.74 ± 2.36 / 64.53 ± 1.73@@48.74,72.85 ± 1.55 / 61.44 ± 2.02@@72.85,32.14 ± 3.88 / 60.19 ± 2.32@@32.14,58.36 ± 1.17 / 34.70 ± 1.32@@58.36,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07#high (zero-shot, val)</a>",🤔,2.10@@2.10,?,100256.0,272000.0,✓,✗,46.52 ± 2.36 / 60.53 ± 1.96@@46.52,67.69 ± 1.52 / 45.38 ± 1.28@@67.69,32.48 ± 3.91 / 58.55 ± 2.47@@32.48,63.77 ± 0.98 / 33.06 ± 1.39@@63.77,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600
<a href='https://hf.co/nvidia/Llama-3.1-Nemotron-70B-Instruct-HF'>nvidia/Llama-3.1-Nemotron-70B-Instruct-HF</a>,📝,2.11@@2.11,70553706496.0,128256.0,131072.0,✓,✗,51.12 ± 1.44 / 66.22 ± 1.19@@51.12,69.99 ± 0.79 / 43.53 ± 1.53@@69.99,29.25 ± 1.64 / 60.68 ± 0.91@@29.25,59.40 ± 0.37 / 28.73 ± 0.90@@59.40,15.7.0.dev0@@150700,15.7.0.dev0@@150700,15.7.0.dev0@@150700,15.7.0.dev0@@150700
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B</a>,🤔,2.11@@2.11,32762123264.0,151936.0,40960.0,✓,✗,47.50 ± 1.70 / 63.73 ± 1.20@@47.50,72.91 ± 1.45 / 65.84 ± 1.53@@72.91,36.13 ± 0.90 / 60.97 ± 0.70@@36.13,51.79 ± 15.82 / 32.76 ± 10.72@@51.79,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/CohereForAI/aya-expanse-32b'>CohereForAI/aya-expanse-32b</a>,📝,2.11@@2.11,32296476672.0,256000.0,8192.0,✗,✗,48.75 ± 1.90 / 65.43 ± 1.41@@48.75,67.72 ± 0.99 / 58.57 ± 1.36@@67.72,27.76 ± 2.91 / 62.92 ± 2.09@@27.76,66.52 ± 0.46 / 38.66 ± 1.01@@66.52,15.4.1@@150401,15.6.1.dev0@@150601,15.4.1.dev0@@150401,15.4.1.dev0@@150401
<a href='https://hf.co/mistralai/Mixtral-8x7B-Instruct-v0.1'>mistralai/Mixtral-8x7B-Instruct-v0.1</a>,📝,2.15@@2.15,46702792704.0,32000.0,32768.0,✓,✗,49.50 ± 1.66 / 65.77 ± 1.14@@49.50,60.74 ± 1.37 / 53.26 ± 1.39@@60.74,33.06 ± 1.75 / 63.50 ± 2.38@@33.06,62.12 ± 2.06 / 31.86 ± 3.36@@62.12,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-Instruct'>LumiOpen/Llama-Poro-2-70B-Instruct</a>,📝,2.15@@2.15,70553706496.0,128256.0,8192.0,✓,✗,48.99 ± 1.35 / 65.40 ± 1.03@@48.99,71.53 ± 1.35 / 60.46 ± 2.13@@71.53,28.79 ± 2.00 / 59.88 ± 1.73@@28.79,58.21 ± 0.69 / 29.12 ± 1.83@@58.21,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07#high (zero-shot, val)</a>",🤔,2.16@@2.16,?,100256.0,272000.0,✓,✗,44.20 ± 2.76 / 58.64 ± 2.20@@44.20,70.73 ± 1.63 / 57.63 ± 1.69@@70.73,28.83 ± 3.29 / 56.73 ± 2.03@@28.83,63.80 ± 1.07 / 39.08 ± 1.47@@63.80,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.16@@2.16,7849978192.0,262400.0,8192.0,✓,✗,47.17 ± 1.79 / 61.73 ± 1.59@@47.17,72.24 ± 0.84 / 61.62 ± 3.07@@72.24,24.66 ± 3.29 / 61.39 ± 1.72@@24.66,61.77 ± 0.59 / 32.35 ± 1.43@@61.77,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.16@@2.16,8190735360.0,151936.0,40960.0,✓,✗,49.03 ± 1.86 / 63.56 ± 1.53@@49.03,65.28 ± 1.06 / 56.35 ± 1.71@@65.28,27.72 ± 0.90 / 54.59 ± 1.17@@27.72,64.60 ± 0.87 / 40.07 ± 0.86@@64.60,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/RekaAI/reka-flash-3'>RekaAI/reka-flash-3</a>,🤔,2.16@@2.16,20905482240.0,100352.0,32768.0,✓,✗,41.05 ± 2.28 / 55.30 ± 1.48@@41.05,75.76 ± 0.99 / 58.34 ± 2.66@@75.76,28.38 ± 1.09 / 58.24 ± 1.00@@28.38,62.68 ± 0.48 / 37.47 ± 1.03@@62.68,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,2.17@@2.17,?,256128.0,1048576.0,✓,✗,41.04 ± 2.04 / 57.09 ± 1.65@@41.04,77.27 ± 1.54 / 63.82 ± 2.09@@77.27,28.46 ± 3.43 / 58.47 ± 2.18@@28.46,58.94 ± 0.63 / 24.02 ± 0.77@@58.94,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro-preview-03-25'>gemini/gemini-2.5-pro-preview-03-25 (zero-shot, val)</a>",🤔,2.18@@2.18,?,256128.0,1048576.0,✓,✗,41.77 ± 2.19 / 58.72 ± 1.72@@41.77,72.37 ± 1.84 / 53.72 ± 1.60@@72.37,29.28 ± 2.92 / 59.33 ± 1.96@@29.28,61.69 ± 0.78 / 26.54 ± 0.67@@61.69,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,🤔,2.18@@2.18,4022468096.0,151936.0,40960.0,✓,✗,47.57 ± 1.71 / 64.10 ± 1.23@@47.57,68.30 ± 1.46 / 50.01 ± 1.56@@68.30,27.77 ± 0.88 / 59.01 ± 0.78@@27.77,59.56 ± 0.56 / 35.78 ± 1.11@@59.56,15.7.1@@150701,15.7.1@@150701,15.7.1@@150701,15.7.1@@150701
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-70B'>deepseek-ai/DeepSeek-R1-Distill-Llama-70B</a>,🤔,2.18@@2.18,70553706496.0,128256.0,131072.0,✓,✗,48.51 ± 2.29 / 63.59 ± 1.79@@48.51,66.66 ± 1.11 / 54.82 ± 1.84@@66.66,27.58 ± 1.18 / 58.64 ± 0.55@@27.58,59.82 ± 0.72 / 33.38 ± 1.04@@59.82,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
"<a href='https://platform.openai.com/docs/models/gpt-4o'>gpt-4o-2024-05-13 (zero-shot, val)</a>",📝,2.18@@2.18,?,200019.0,128000.0,✓,✗,40.21 ± 1.99 / 52.87 ± 1.59@@40.21,68.93 ± 1.72 / 60.45 ± 2.04@@68.93,31.47 ± 4.18 / 61.50 ± 2.42@@31.47,65.63 ± 1.09 / 31.04 ± 1.42@@65.63,15.4.1@@150401,15.6.1.dev0@@150601,15.4.1@@150401,15.4.1@@150401
"<a href='https://platform.openai.com/docs/models/o4-mini'>o4-mini-2025-04-16 (zero-shot, val)</a>",🤔,2.19@@2.19,?,?,200000.0,✓,✗,40.73 ± 1.99 / 54.06 ± 1.48@@40.73,68.41 ± 1.48 / 46.23 ± 1.78@@68.41,32.44 ± 3.13 / 57.43 ± 2.09@@32.44,60.53 ± 1.00 / 27.40 ± 1.26@@60.53,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702
"xai/grok-3-mini-beta#high (zero-shot, val)</a>",🤔,2.21@@2.21,?,?,131072.0,✓,✗,44.96 ± 2.25 / 61.62 ± 1.60@@44.96,61.55 ± 1.67 / 46.10 ± 1.80@@61.55,29.53 ± 3.07 / 54.72 ± 2.30@@29.53,64.05 ± 0.92 / 34.04 ± 1.19@@64.05,15.7.2@@150702,15.7.2@@150702,15.7.2@@150702,15.7.2@@150702
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,2.21@@2.21,?,?,1047576.0,✓,✗,40.41 ± 2.49 / 54.35 ± 1.92@@40.41,68.69 ± 1.81 / 54.51 ± 2.22@@68.69,31.72 ± 3.87 / 61.77 ± 2.32@@31.72,59.74 ± 0.83 / 21.99 ± 0.93@@59.74,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07 (zero-shot, val)</a>",🤔,2.22@@2.22,?,100256.0,272000.0,✓,✗,41.94 ± 2.00 / 57.01 ± 1.63@@41.94,73.36 ± 1.58 / 61.52 ± 1.63@@73.36,28.56 ± 3.64 / 56.52 ± 2.32@@28.56,58.47 ± 1.00 / 31.58 ± 0.99@@58.47,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://hf.co/CohereForAI/c4ai-command-r7b-12-2024'>CohereForAI/c4ai-command-r7b-12-2024</a>,📝,2.22@@2.22,8028033024.0,256000.0,8192.0,✗,✗,47.95 ± 1.51 / 64.81 ± 0.99@@47.95,65.84 ± 0.66 / 48.70 ± 1.89@@65.84,25.20 ± 2.21 / 60.27 ± 2.26@@25.20,64.05 ± 0.60 / 38.14 ± 1.65@@64.05,15.7.2.dev0@@150702,15.8.0@@150800,15.8.0@@150800,15.8.0@@150800
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.23@@2.23,11168796672.0,32128.0,32768.0,✓,✗,50.81 ± 0.89 / 66.75 ± 0.78@@50.81,67.30 ± 0.94 / 60.25 ± 1.62@@67.30,51.19 ± 1.86 / 74.44 ± 0.86@@51.19,23.61 ± 0.88 / 0.03 ± 0.02@@23.61,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,2.23@@2.23,8888227328.0,131072.0,131072.0,✓,✗,47.07 ± 1.76 / 64.35 ± 1.17@@47.07,70.26 ± 0.94 / 57.71 ± 2.22@@70.26,25.68 ± 1.10 / 56.39 ± 0.85@@25.68,59.95 ± 0.75 / 37.85 ± 0.71@@59.95,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07#minimal (zero-shot, val)</a>",🤔,2.23@@2.23,?,100256.0,272000.0,✓,✗,43.83 ± 2.77 / 58.80 ± 2.05@@43.83,62.73 ± 1.67 / 39.19 ± 1.75@@62.73,27.76 ± 4.13 / 57.03 ± 2.28@@27.76,67.81 ± 1.12 / 38.05 ± 1.02@@67.81,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
"xai/grok-3-beta (zero-shot, val)</a>",📝,2.24@@2.24,?,?,131072.0,✓,✗,48.10 ± 2.53 / 63.31 ± 2.07@@48.10,72.80 ± 1.38 / 63.76 ± 1.78@@72.80,22.05 ± 5.02 / 58.21 ± 2.76@@22.05,59.35 ± 0.77 / 24.07 ± 0.80@@59.35,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.24@@2.24,?,128000.0,4096.0,✓,✗,43.33 ± 3.26 / 60.53 ± 2.62@@43.33,57.36 ± 1.64 / 53.16 ± 1.59@@57.36,29.90 ± 1.49 / 62.89 ± 1.52@@29.90,68.53 ± 0.63 / 43.94 ± 1.91@@68.53,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,2.25@@2.25,11168796672.0,32128.0,32768.0,✓,✓,44.69 ± 2.97 / 62.12 ± 2.31@@44.69,64.73 ± 1.86 / 57.36 ± 1.83@@64.73,21.23 ± 1.92 / 59.44 ± 1.33@@21.23,68.15 ± 1.00 / 40.24 ± 2.36@@68.15,15.4.1@@150401,15.6.1.dev0@@150601,15.4.1@@150401,15.4.1@@150401
<a href='https://hf.co/microsoft/phi-4'>microsoft/phi-4</a>,📝,2.25@@2.25,14659507200.0,100352.0,16384.0,✓,✗,49.44 ± 1.95 / 65.77 ± 1.36@@49.44,71.18 ± 0.93 / 65.87 ± 1.21@@71.18,40.18 ± 3.04 / 68.02 ± 2.55@@40.18,33.00 ± 1.65 / 0.00 ± 0.00@@33.00,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/google/gemma-2-27b-it'>google/gemma-2-27b-it</a>,📝,2.26@@2.26,27227128320.0,256000.0,8192.0,✓,✗,49.32 ± 2.23 / 63.68 ± 2.01@@49.32,47.80 ± 1.93 / 41.95 ± 2.24@@47.80,36.10 ± 2.75 / 63.98 ± 2.51@@36.10,62.89 ± 0.62 / 34.08 ± 1.65@@62.89,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.26@@2.26,70599864480.0,131072.0,65536.0,✗,✗,52.10 ± 1.92 / 66.88 ± 1.67@@52.10,60.71 ± 0.83 / 44.32 ± 2.25@@60.71,25.33 ± 2.07 / 61.26 ± 1.51@@25.33,62.19 ± 1.01 / 34.07 ± 1.56@@62.19,15.16.0.dev0@@151600,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,2.26@@2.26,?,100256.0,272000.0,✓,✗,42.43 ± 2.16 / 57.79 ± 1.64@@42.43,62.78 ± 2.30 / 41.60 ± 1.89@@62.78,29.77 ± 4.83 / 56.13 ± 2.91@@29.77,63.38 ± 0.99 / 33.31 ± 1.20@@63.38,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,2.26@@2.26,?,?,1047576.0,✓,✗,47.91 ± 1.81 / 63.72 ± 1.41@@47.91,58.05 ± 2.12 / 35.94 ± 1.71@@58.05,26.26 ± 3.44 / 56.26 ± 2.03@@26.26,63.98 ± 1.13 / 29.37 ± 1.11@@63.98,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
"<a href='https://platform.openai.com/docs/models/gpt-4o-mini'>gpt-4o-mini-2024-07-18 (zero-shot, val)</a>",📝,2.27@@2.27,?,200019.0,128000.0,✓,✗,48.69 ± 2.48 / 60.19 ± 1.89@@48.69,66.77 ± 1.91 / 34.91 ± 1.56@@66.77,21.20 ± 4.81 / 57.58 ± 2.54@@21.20,62.18 ± 0.94 / 28.93 ± 1.33@@62.18,15.4.1.dev0@@150401,15.6.1.dev0@@150601,15.4.1.dev0@@150401,15.4.1.dev0@@150401
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-001'>gemini/gemini-2.0-flash-001 (zero-shot, val)</a>",📝,2.27@@2.27,?,256128.0,1048576.0,✓,✗,47.71 ± 1.62 / 61.16 ± 1.40@@47.71,68.75 ± 1.48 / 60.13 ± 1.31@@68.75,19.90 ± 4.35 / 55.96 ± 2.18@@19.90,60.66 ± 0.95 / 26.47 ± 1.08@@60.66,15.5.0@@150500,15.6.1.dev0@@150601,15.5.0@@150500,15.5.0@@150500
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-pro-002'>gemini/gemini-1.5-pro-002 (zero-shot, val)</a>",📝,2.27@@2.27,?,256128.0,2097152.0,✓,✗,42.40 ± 2.12 / 55.28 ± 1.85@@42.40,69.62 ± 1.55 / 56.34 ± 1.72@@69.62,22.27 ± 4.38 / 57.91 ± 2.43@@22.27,67.55 ± 1.01 / 35.84 ± 1.65@@67.55,15.5.0@@150500,15.6.1.dev0@@150601,15.5.0@@150500,15.5.0@@150500
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,2.28@@2.28,4022468096.0,151936.0,262144.0,✓,✗,50.33 ± 1.44 / 66.35 ± 1.09@@50.33,62.63 ± 0.98 / 51.11 ± 1.35@@62.63,25.11 ± 0.80 / 58.52 ± 1.59@@25.11,60.23 ± 0.43 / 34.20 ± 1.21@@60.23,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/152334H/miqu-1-70b-sf'>152334H/miqu-1-70b-sf</a>,📝,2.29@@2.29,68976648192.0,32000.0,32764.0,✓,✗,51.27 ± 1.60 / 67.29 ± 1.09@@51.27,59.86 ± 1.34 / 45.11 ± 2.01@@59.86,28.65 ± 2.87 / 61.92 ± 1.98@@28.65,53.72 ± 3.28 / 23.50 ± 4.42@@53.72,15.7.1.dev0@@150701,15.7.1.dev0@@150701,15.7.1.dev0@@150701,15.7.1.dev0@@150701
<a href='https://hf.co/01-ai/Yi-1.5-34B'>01-ai/Yi-1.5-34B</a>,🧠,2.29@@2.29,34388917248.0,64000.0,4096.0,✓,✗,35.23 ± 5.50 / 53.47 ± 6.62@@35.23,66.65 ± 1.56 / 62.73 ± 1.60@@66.65,27.26 ± 4.82 / 54.82 ± 5.15@@27.26,69.63 ± 0.86 / 44.47 ± 2.23@@69.63,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/google/gemma-2-27b'>google/gemma-2-27b</a>,🧠,2.30@@2.30,27227128320.0,256000.0,8192.0,✓,✗,44.75 ± 3.28 / 61.21 ± 2.99@@44.75,48.05 ± 2.11 / 45.21 ± 2.03@@48.05,31.07 ± 2.28 / 64.44 ± 1.46@@31.07,69.34 ± 1.43 / 44.99 ± 2.75@@69.34,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/ThatsGroes/gemma-2-27b-it-FP8-Dynamic'>ThatsGroes/gemma-2-27b-it-FP8-Dynamic</a>,📝,2.30@@2.30,28410968576.0,256000.0,8192.0,✓,✗,49.23 ± 2.42 / 63.29 ± 2.22@@49.23,45.84 ± 1.57 / 39.26 ± 2.12@@45.84,34.24 ± 1.54 / 61.87 ± 1.39@@34.24,61.96 ± 0.71 / 32.99 ± 1.86@@61.96,15.5.0@@150500,15.6.1.dev0@@150601,15.5.0@@150500,15.5.0@@150500
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#no-thinking (zero-shot, val)</a>",📝,2.31@@2.31,?,?,200000.0,✓,✗,39.72 ± 1.94 / 50.14 ± 1.36@@39.72,63.55 ± 1.33 / 61.35 ± 1.68@@63.55,31.97 ± 3.97 / 58.38 ± 2.39@@31.97,61.43 ± 1.10 / 27.60 ± 1.05@@61.43,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
<a href='https://hf.co/allenai/OLMo-2-0325-32B'>allenai/OLMo-2-0325-32B</a>,🧠,2.32@@2.32,32234279936.0,100352.0,4096.0,✓,✗,35.47 ± 3.48 / 49.36 ± 4.10@@35.47,59.95 ± 1.77 / 54.03 ± 1.27@@59.95,26.87 ± 3.69 / 60.01 ± 3.11@@26.87,71.72 ± 0.56 / 44.65 ± 1.20@@71.72,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/CohereForAI/aya-23-35B'>CohereForAI/aya-23-35B</a>,📝,2.32@@2.32,34980831232.0,256000.0,8192.0,✗,✗,40.27 ± 2.54 / 56.53 ± 3.11@@40.27,62.37 ± 2.28 / 57.71 ± 1.50@@62.37,25.61 ± 1.66 / 61.95 ± 1.48@@25.61,67.90 ± 1.40 / 40.97 ± 2.87@@67.90,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.33@@2.33,8030261248.0,128256.0,131072.0,✓,✗,43.55 ± 2.04 / 57.79 ± 1.89@@43.55,63.07 ± 1.39 / 55.02 ± 1.93@@63.07,22.46 ± 3.28 / 59.51 ± 2.00@@22.46,62.57 ± 0.74 / 35.36 ± 1.52@@62.57,15.5.0@@150500,15.6.1.dev0@@150601,15.5.0@@150500,15.5.0@@150500
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#no-thinking</a>,📝,2.34@@2.34,110468824832.0,151552.0,131072.0,✓,✗,49.06 ± 1.80 / 65.91 ± 1.32@@49.06,69.91 ± 1.05 / 66.87 ± 0.87@@69.91,40.78 ± 3.62 / 66.47 ± 2.99@@40.78,28.86 ± 1.74 / 0.00 ± 0.00@@28.86,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
