<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,2.00@@2.00,?,?,400000.0,✓,✗,48.29 ± 1.06 / 65.47 ± 0.78@@48.29,36.07 ± 1.29 / 22.72 ± 0.72@@36.07,48.22 ± 1.47 / 73.46 ± 0.83@@48.22,60.18 ± 0.41 / 32.32 ± 0.70@@60.18,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,2.00@@2.00,4022468096.0,151936.0,262144.0,✓,✗,48.79 ± 1.22 / 64.14 ± 1.01@@48.79,73.20 ± 1.46 / 58.31 ± 2.61@@73.20,16.69 ± 1.78 / 48.57 ± 1.84@@16.69,58.00 ± 2.37 / 34.03 ± 2.69@@58.00,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400,16.14.0.dev0@@161400
<a href='https://hf.co/mistralai/Ministral-3-14B-Reasoning-2512'>mistralai/Ministral-3-14B-Reasoning-2512 (val)</a>,📝,2.04@@2.04,13945031680.0,131072.0,8192.0,✓,✗,40.77 ± 1.98 / 57.11 ± 1.98@@40.77,54.81 ± 2.65 / 37.47 ± 1.82@@54.81,29.75 ± 2.32 / 62.77 ± 1.19@@29.75,70.52 ± 1.62 / 50.59 ± 1.82@@70.52,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-20250514#no-thinking (zero-shot, val)</a>",📝,2.05@@2.05,?,?,?,✓,✗,46.49 ± 2.70 / 62.90 ± 1.93@@46.49,53.58 ± 2.99 / 39.86 ± 1.99@@53.58,28.84 ± 2.52 / 53.51 ± 1.98@@28.84,63.26 ± 1.03 / 35.26 ± 1.38@@63.26,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.06@@2.06,21511953984.0,201088.0,131072.0,✓,✗,51.88 ± 1.43 / 67.81 ± 0.99@@51.88,61.60 ± 2.21 / 50.81 ± 2.52@@61.60,22.65 ± 1.73 / 58.54 ± 1.05@@22.65,55.96 ± 1.12 / 30.35 ± 1.40@@55.96,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#thinking</a>,🤔,2.07@@2.07,110468824832.0,151552.0,131072.0,✓,✗,50.29 ± 1.33 / 67.20 ± 0.87@@50.29,71.41 ± 2.46 / 62.00 ± 2.15@@71.41,28.68 ± 1.37 / 63.73 ± 0.83@@28.68,34.38 ± 1.49 / 0.00 ± 0.00@@34.38,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Base-2503'>mistralai/Mistral-Small-3.1-24B-Base-2503</a>,🧠,2.09@@2.09,24011361280.0,131072.0,8192.0,✓,✗,34.35 ± 3.80 / 43.31 ± 4.06@@34.35,64.01 ± 1.73 / 54.69 ± 2.28@@64.01,25.42 ± 3.07 / 59.53 ± 3.28@@25.42,70.73 ± 2.92 / 51.27 ± 3.82@@70.73,16.5.0.dev0@@160500,16.1.1.dev0@@160101,16.5.0.dev0@@160500,16.1.1.dev0@@160101
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,2.11@@2.11,?,?,1047576.0,✓,✗,50.93 ± 2.10 / 66.46 ± 1.38@@50.93,35.70 ± 1.50 / 19.65 ± 0.93@@35.70,37.06 ± 3.06 / 67.34 ± 1.55@@37.06,61.82 ± 1.29 / 33.04 ± 1.66@@61.82,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (val)</a>,📝,2.14@@2.14,12163481600.0,131072.0,8192.0,✓,✗,45.45 ± 2.12 / 63.18 ± 1.80@@45.45,47.57 ± 1.44 / 29.61 ± 1.47@@47.57,29.03 ± 1.58 / 63.65 ± 1.08@@29.03,64.73 ± 1.72 / 42.75 ± 1.98@@64.73,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Thinking'>Qwen/Qwen3-Next-80B-A3B-Thinking</a>,🤔,2.15@@2.15,81324862720.0,151936.0,262144.0,✓,✗,48.11 ± 1.37 / 62.40 ± 1.04@@48.11,67.52 ± 1.26 / 53.94 ± 2.66@@67.52,18.27 ± 1.93 / 50.63 ± 1.14@@18.27,52.13 ± 1.01 / 31.83 ± 1.46@@52.13,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.16@@2.16,70599864480.0,131072.0,65536.0,✗,✗,46.30 ± 1.86 / 64.32 ± 1.45@@46.30,38.27 ± 0.99 / 18.49 ± 0.90@@38.27,34.90 ± 2.18 / 65.46 ± 2.49@@34.90,64.43 ± 1.39 / 41.49 ± 1.30@@64.43,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,2.17@@2.17,32207337984.0,100352.0,131072.0,✓,✗,45.03 ± 1.85 / 63.30 ± 1.93@@45.03,54.10 ± 1.39 / 39.22 ± 3.92@@54.10,23.64 ± 1.49 / 59.74 ± 1.13@@23.64,64.64 ± 2.08 / 45.32 ± 2.19@@64.64,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,2.21@@2.21,11168796672.0,32128.0,32768.0,✓,✗,34.29 ± 5.25 / 47.72 ± 6.81@@34.29,50.41 ± 1.45 / 34.36 ± 1.52@@50.41,26.75 ± 3.79 / 59.70 ± 3.89@@26.75,70.61 ± 1.69 / 52.97 ± 2.24@@70.61,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/mistralai/Ministral-3-8B-Base-2512'>mistralai/Ministral-3-8B-Base-2512 (val)</a>,🧠,2.22@@2.22,8918026240.0,131072.0,8192.0,✓,✗,39.14 ± 1.31 / 59.37 ± 1.02@@39.14,54.50 ± 1.88 / 45.19 ± 2.32@@54.50,23.41 ± 2.77 / 58.29 ± 1.91@@23.41,66.30 ± 2.18 / 46.25 ± 2.44@@66.30,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.23@@2.23,8190735360.0,151936.0,40960.0,✓,✗,47.99 ± 1.58 / 65.09 ± 1.34@@47.99,47.63 ± 1.25 / 31.53 ± 1.84@@47.63,21.06 ± 2.18 / 51.31 ± 2.80@@21.06,65.38 ± 1.74 / 44.73 ± 2.26@@65.38,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.24@@2.24,22637328384.0,128000.0,32768.0,✓,✗,49.59 ± 1.17 / 65.35 ± 1.17@@49.59,44.20 ± 1.31 / 28.85 ± 1.54@@44.20,38.00 ± 2.18 / 64.74 ± 2.37@@38.00,40.70 ± 1.48 / 24.21 ± 1.46@@40.70,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,2.24@@2.24,9653100528.0,248044.0,8192.0,✓,✗,47.89 ± 1.88 / 63.78 ± 1.15@@47.89,50.44 ± 3.17 / 44.52 ± 2.71@@50.44,34.25 ± 1.79 / 65.99 ± 1.02@@34.25,39.13 ± 0.57 / 29.36 ± 0.61@@39.13,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/mistralai/Ministral-3-14B-Base-2512'>mistralai/Ministral-3-14B-Base-2512 (val)</a>,🧠,2.25@@2.25,13945031680.0,131072.0,8192.0,✓,✗,26.88 ± 1.66 / 37.94 ± 1.68@@26.88,60.55 ± 2.23 / 53.16 ± 1.94@@60.55,26.67 ± 1.34 / 58.32 ± 1.37@@26.67,68.56 ± 1.82 / 49.57 ± 1.75@@68.56,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,2.25@@2.25,470927360.0,501153.0,512.0,✓,✗,41.90 ± 2.16 / 57.69 ± 2.55@@41.90,80.08 ± 1.11 / 75.69 ± 0.96@@80.08,20.23 ± 9.38 / 59.64 ± 4.70@@20.23,29.49 ± 1.43 / 21.99 ± 1.44@@29.49,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.26@@2.26,?,256128.0,1048576.0,✓,✗,48.02 ± 2.39 / 65.07 ± 1.59@@48.02,36.78 ± 2.23 / 20.18 ± 1.75@@36.78,33.37 ± 3.81 / 63.09 ± 2.22@@33.37,59.17 ± 1.08 / 37.13 ± 1.35@@59.17,16.3.0.dev0@@160300,16.2.2.dev0@@160202,16.3.0.dev0@@160300,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.28@@2.28,7849978192.0,262400.0,8192.0,✓,✗,45.67 ± 1.02 / 64.34 ± 0.67@@45.67,47.37 ± 1.45 / 30.43 ± 1.91@@47.37,23.05 ± 1.32 / 59.63 ± 1.23@@23.05,60.44 ± 1.34 / 35.29 ± 1.95@@60.44,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.28@@2.28,11168796672.0,32128.0,32768.0,✓,✗,49.19 ± 1.56 / 66.25 ± 1.08@@49.19,53.35 ± 1.65 / 36.32 ± 1.72@@53.35,35.66 ± 1.60 / 61.81 ± 1.42@@35.66,30.53 ± 1.30 / 0.43 ± 0.14@@30.53,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022 (zero-shot, val)</a>",📝,2.29@@2.29,?,?,200000.0,✓,✗,49.13 ± 2.93 / 66.38 ± 2.00@@49.13,29.91 ± 1.62 / 15.36 ± 1.05@@29.91,33.10 ± 3.23 / 65.94 ± 1.64@@33.10,62.07 ± 0.96 / 32.04 ± 1.86@@62.07,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,2.29@@2.29,7996157418.0,262144.0,8192.0,✓,✗,44.80 ± 1.70 / 64.02 ± 1.16@@44.80,50.30 ± 1.89 / 37.85 ± 1.68@@50.30,16.72 ± 1.93 / 57.00 ± 0.84@@16.72,64.86 ± 1.11 / 39.30 ± 1.42@@64.86,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,2.30@@2.30,?,?,200000.0,✓,✗,45.05 ± 2.43 / 60.32 ± 1.57@@45.05,40.02 ± 1.98 / 22.54 ± 1.41@@40.02,26.62 ± 2.24 / 58.38 ± 1.81@@26.62,64.73 ± 1.07 / 39.14 ± 2.03@@64.73,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,2.30@@2.30,21511953984.0,201088.0,131072.0,✓,✗,45.19 ± 2.20 / 63.43 ± 1.56@@45.19,55.69 ± 2.87 / 40.55 ± 4.25@@55.69,21.64 ± 1.35 / 54.51 ± 0.90@@21.64,52.34 ± 1.03 / 25.62 ± 1.53@@52.34,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#no-thinking</a>,📝,2.30@@2.30,110468824832.0,151552.0,131072.0,✓,✗,44.99 ± 1.73 / 63.01 ± 1.38@@44.99,53.11 ± 1.78 / 45.90 ± 1.59@@53.11,31.87 ± 1.31 / 65.30 ± 0.76@@31.87,37.88 ± 1.42 / 0.02 ± 0.04@@37.88,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,📝,2.32@@2.32,4022468096.0,151936.0,40960.0,✓,✗,43.49 ± 1.53 / 62.01 ± 1.19@@43.49,43.31 ± 1.87 / 27.05 ± 2.06@@43.31,24.78 ± 0.90 / 62.00 ± 0.62@@24.78,62.70 ± 1.26 / 41.30 ± 1.39@@62.70,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.32@@2.32,4022468096.0,151936.0,40960.0,✓,✗,43.49 ± 1.53 / 62.01 ± 1.19@@43.49,43.31 ± 1.87 / 27.05 ± 2.06@@43.31,24.78 ± 0.90 / 62.00 ± 0.62@@24.78,62.70 ± 1.26 / 41.30 ± 1.39@@62.70,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,2.33@@2.33,561192082.0,250002.0,512.0,✓,✗,33.01 ± 11.49 / 50.31 ± 11.28@@33.01,79.69 ± 1.45 / 74.23 ± 1.14@@79.69,21.94 ± 11.99 / 56.73 ± 8.89@@21.94,32.80 ± 1.75 / 24.16 ± 1.55@@32.80,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/mistralai/Ministral-3-8B-Instruct-2512'>mistralai/Ministral-3-8B-Instruct-2512 (val)</a>,📝,2.34@@2.34,7415529472.0,131072.0,8192.0,✓,✗,38.85 ± 2.82 / 56.88 ± 2.60@@38.85,43.39 ± 1.61 / 25.18 ± 1.05@@43.39,25.12 ± 2.56 / 61.42 ± 1.36@@25.12,63.77 ± 1.47 / 42.62 ± 1.77@@63.77,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,2.36@@2.36,4022468096.0,151936.0,262144.0,✓,✗,44.65 ± 1.90 / 62.95 ± 1.32@@44.65,40.95 ± 1.83 / 22.67 ± 1.16@@40.95,22.64 ± 1.37 / 58.30 ± 1.40@@22.64,63.08 ± 1.92 / 41.99 ± 1.81@@63.08,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,2.37@@2.37,40433885184.0,256000.0,32768.0,✓,✗,35.18 ± 1.26 / 41.53 ± 0.77@@35.18,48.33 ± 1.66 / 36.44 ± 3.36@@48.33,22.24 ± 4.49 / 56.86 ± 5.62@@22.24,66.90 ± 1.86 / 47.50 ± 2.50@@66.90,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/mistralai/Ministral-3-8B-Reasoning-2512'>mistralai/Ministral-3-8B-Reasoning-2512</a>,🤔,2.37@@2.37,8918026240.0,131072.0,8192.0,✓,✗,33.08 ± 1.54 / 51.75 ± 1.34@@33.08,53.95 ± 0.99 / 31.19 ± 1.33@@53.95,17.46 ± 1.02 / 54.90 ± 1.33@@17.46,70.77 ± 0.98 / 52.71 ± 1.25@@70.77,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,2.39@@2.39,4022468096.0,151936.0,262144.0,✗,✗,43.46 ± 1.77 / 62.43 ± 1.09@@43.46,49.05 ± 1.93 / 34.08 ± 1.38@@49.05,11.78 ± 2.10 / 54.76 ± 1.20@@11.78,65.20 ± 2.39 / 45.49 ± 3.18@@65.20,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/google/gemma-3-27b-pt'>google/gemma-3-27b-pt</a>,🧠,2.39@@2.39,27432406640.0,262144.0,8192.0,✓,✗,45.04 ± 2.09 / 59.17 ± 2.86@@45.04,59.03 ± 1.90 / 51.83 ± 1.63@@59.03,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,73.01 ± 3.01 / 53.94 ± 3.56@@73.01,16.5.0.dev0@@160500,15.16.0.dev0@@151600,16.5.0.dev0@@160500,15.16.0.dev0@@151600
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.40@@2.40,21511953984.0,201088.0,131072.0,✓,✗,51.26 ± 2.02 / 67.17 ± 1.45@@51.26,44.05 ± 2.76 / 38.54 ± 2.49@@44.05,18.66 ± 1.63 / 58.30 ± 0.79@@18.66,52.49 ± 1.04 / 31.27 ± 1.25@@52.49,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.41@@2.41,3349227520.0,262144.0,500000.0,✗,✗,43.94 ± 2.84 / 62.75 ± 2.14@@43.94,42.56 ± 3.70 / 23.98 ± 3.15@@42.56,14.58 ± 4.62 / 42.99 ± 2.13@@14.58,62.10 ± 1.95 / 40.48 ± 2.24@@62.10,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,2.45@@2.45,8053338176.0,131072.0,65536.0,✗,✗,40.60 ± 1.42 / 60.55 ± 1.11@@40.60,38.12 ± 1.44 / 19.69 ± 1.35@@38.12,22.09 ± 2.18 / 60.54 ± 1.32@@22.09,63.27 ± 1.70 / 40.78 ± 2.15@@63.27,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.48@@2.48,22637328384.0,128000.0,4096.0,✓,✗,42.46 ± 0.81 / 56.49 ± 1.06@@42.46,38.24 ± 1.57 / 26.74 ± 1.90@@38.24,15.94 ± 3.31 / 40.00 ± 2.17@@15.94,65.12 ± 1.57 / 42.85 ± 2.26@@65.12,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.49@@2.49,?,?,1047576.0,✓,✗,43.84 ± 2.46 / 62.13 ± 1.77@@43.84,31.95 ± 1.91 / 19.49 ± 1.03@@31.95,28.53 ± 4.22 / 62.59 ± 2.18@@28.53,51.01 ± 1.26 / 23.95 ± 1.29@@51.01,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,2.50@@2.50,307531778.0,256000.0,8192.0,✓,✗,32.03 ± 3.50 / 52.06 ± 2.92@@32.03,67.47 ± 1.78 / 62.22 ± 2.12@@67.47,23.09 ± 3.97 / 59.65 ± 3.14@@23.09,30.64 ± 1.35 / 22.03 ± 1.36@@30.64,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,2.50@@2.50,?,256128.0,1048576.0,✓,✗,45.48 ± 3.35 / 60.71 ± 2.34@@45.48,58.42 ± 3.64 / 35.98 ± 2.60@@58.42,0.00 ± 0.00 / 33.74 ± 0.90@@0.00,62.69 ± 1.36 / 37.20 ± 1.13@@62.69,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,2.50@@2.50,5439438272.0,262400.0,8192.0,✓,✗,45.57 ± 1.06 / 63.89 ± 0.73@@45.57,38.71 ± 1.14 / 21.16 ± 0.84@@38.71,18.73 ± 2.56 / 58.38 ± 1.16@@18.73,59.15 ± 1.50 / 37.63 ± 1.36@@59.15,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.51@@2.51,32003216384.0,102400.0,131072.0,✗,✗,32.76 ± 1.31 / 55.13 ± 1.03@@32.76,53.59 ± 2.13 / 31.52 ± 1.80@@53.59,15.73 ± 1.77 / 56.37 ± 1.02@@15.73,58.09 ± 0.97 / 37.09 ± 1.28@@58.09,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.53@@2.53,3349227520.0,262144.0,500000.0,✗,✗,43.15 ± 2.55 / 62.14 ± 1.98@@43.15,41.24 ± 4.15 / 22.46 ± 3.32@@41.24,12.00 ± 2.91 / 39.67 ± 1.30@@12.00,60.86 ± 1.76 / 40.12 ± 1.88@@60.86,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.54@@2.54,8030261248.0,128256.0,131072.0,✓,✗,40.37 ± 1.39 / 58.12 ± 1.11@@40.37,39.39 ± 1.80 / 23.03 ± 1.61@@39.39,13.22 ± 0.83 / 53.71 ± 1.55@@13.22,65.85 ± 1.03 / 45.61 ± 1.34@@65.85,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.55@@2.55,2274067232.0,248044.0,8192.0,✓,✗,35.34 ± 3.56 / 57.68 ± 2.97@@35.34,41.63 ± 1.74 / 20.32 ± 1.32@@41.63,14.64 ± 4.00 / 52.43 ± 4.24@@14.64,61.58 ± 0.90 / 36.80 ± 1.95@@61.58,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,2.57@@2.57,31577934400.0,131072.0,262144.0,✓,✗,41.92 ± 2.13 / 62.55 ± 1.46@@41.92,59.61 ± 1.71 / 42.83 ± 2.13@@59.61,3.83 ± 2.76 / 37.51 ± 1.27@@3.83,45.07 ± 0.74 / 20.91 ± 0.91@@45.07,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.59@@2.59,5123178979.0,262144.0,8192.0,✓,✗,38.74 ± 1.27 / 56.98 ± 1.25@@38.74,38.67 ± 1.28 / 26.19 ± 1.70@@38.67,19.64 ± 2.20 / 59.35 ± 1.16@@19.64,55.27 ± 1.04 / 31.78 ± 1.36@@55.27,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.60@@2.60,32233522176.0,100278.0,65536.0,✗,✗,33.13 ± 1.59 / 52.81 ± 1.84@@33.13,48.82 ± 1.91 / 35.47 ± 2.82@@48.82,9.60 ± 2.07 / 50.87 ± 1.66@@9.60,64.77 ± 1.41 / 47.86 ± 1.92@@64.77,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.61@@2.61,9152319488.0,128000.0,4096.0,✗,✗,41.36 ± 1.64 / 60.94 ± 1.21@@41.36,38.46 ± 1.37 / 21.27 ± 1.21@@38.46,14.34 ± 3.93 / 40.21 ± 3.09@@14.34,62.15 ± 1.28 / 39.92 ± 2.25@@62.15,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
