model,generative_type,rank,parameters,vocabulary_size,context,commercial,merge
<a href='https://hf.co/infly/OpenCoder-8B-Instruct'>infly/OpenCoder-8B-Instruct</a>,📝,3.24,7771262976,96640,8192,✓,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-20b'>AI-Sweden-Models/gpt-sw3-20b</a>,🧠,3.27,20918423552,64000,2048,✓,✗
<a href='https://hf.co/NorwAI/NorwAI-Llama2-7B'>NorwAI/NorwAI-Llama2-7B</a>,🧠,3.27,7033270272,67993,4096,✓,✗
<a href='https://hf.co/ibm-granite/granite-3.0-2b-base'>ibm-granite/granite-3.0-2b-base</a>,🧠,3.27,2533525504,49152,4097,✓,✗
<a href='https://hf.co/meta-llama/Llama-2-13b-chat-hf'>meta-llama/Llama-2-13b-chat-hf</a>,📝,3.28,13015866880,32000,4096,✓,✗
<a href='https://hf.co/timpal0l/Mistral-7B-v0.1-flashback-v2-instruct'>timpal0l/Mistral-7B-v0.1-flashback-v2-instruct</a>,📝,3.28,7241732096,32000,32768,✓,✗
<a href='https://hf.co/ibm-granite/granite-20b-code-instruct'>ibm-granite/granite-20b-code-instruct</a>,📝,3.29,20066993152,49152,8192,✓,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b-v2'>AI-Sweden-Models/gpt-sw3-6.7b-v2</a>,🧠,3.30,7111057408,64000,2048,✓,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct'>AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct</a>,📝,3.30,7111057408,64000,2048,✓,✗
<a href='https://hf.co/meta-llama/Llama-2-7b-chat-hf'>meta-llama/Llama-2-7b-chat-hf</a>,📝,3.32,6738417664,32000,4096,✓,✗
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-14B</a>,🤔,3.33,14770033664,152064,131072,✓,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-40b'>AI-Sweden-Models/gpt-sw3-40b</a>,🧠,3.33,39926513664,64000,2048,✓,✗
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,3.33,7241748480,32002,4096,✗,✗
<a href='https://hf.co/google/gemma-2-2b'>google/gemma-2-2b</a>,🧠,3.34,2614341888,256000,8192,✓,✗
<a href='https://hf.co/norallm/normistral-7b-warm'>norallm/normistral-7b-warm</a>,🧠,3.34,7248023552,32768,2048,✓,✗
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.35,999885952,262144,32768,✓,✗
<a href='https://hf.co/LumiOpen/Viking-33B'>LumiOpen/Viking-33B@1000B</a>,🧠,3.37,33119034368,131072,4096,✓,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-1.3b-instruct'>AI-Sweden-Models/gpt-sw3-1.3b-instruct</a>,📝,3.38,1444532224,64000,2048,✓,✗
<a href='https://hf.co/NorwAI/NorwAI-Mistral-7B-instruct'>NorwAI/NorwAI-Mistral-7B-instruct</a>,📝,3.39,7536586752,67993,3969,✗,✗
<a href='https://hf.co/Qwen/Qwen2.5-Math-7B'>Qwen/Qwen2.5-Math-7B</a>,📝,3.40,7615616512,152064,4096,✓,✗
<a href='https://ollama.com/library/gemma3:1b'>ollama_chat/gemma3:1b</a>,📝,3.41,1000000000,262144,32768,✓,✗
<a href='https://hf.co/ibm-granite/granite-3.0-3b-a800m-instruct'>ibm-granite/granite-3.0-3b-a800m-instruct</a>,📝,3.44,3374295552,49155,4096,✓,✗
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-commercial-v0.4'>openGPT-X/Teuken-7B-instruct-commercial-v0.4</a>,📝,3.45,7452725248,250680,4096,✓,✗
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-research-v0.4'>openGPT-X/Teuken-7B-instruct-research-v0.4</a>,📝,3.46,7452725248,250680,4096,✗,✗
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-8B'>deepseek-ai/DeepSeek-R1-Distill-Llama-8B</a>,🤔,3.47,8030261248,128256,131072,✓,✗
<a href='https://hf.co/common-pile/comma-v0.1-2t'>common-pile/comma-v0.1-2t</a>,🧠,3.48,7002656768,64256,16384,✓,✗
<a href='https://hf.co/HPLT/gpt-33b-nordic-prerelease'>HPLT/gpt-33b-nordic-prerelease</a>,🧠,3.51,33119034368,131072,4099,✓,✗
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.51,751632384,151936,40960,✓,✗
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-7B</a>,🤔,3.51,7615616512,152064,131072,✓,✗
<a href='https://hf.co/DiscoResearch/DiscoLM-70b'>DiscoResearch/DiscoLM-70b</a>,🧠,3.52,68977172480,32032,8192,✗,✗
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.53,1235814400,128256,131073,✓,✗
<a href='https://hf.co/ibm-granite/granite-3.0-3b-a800m-base'>ibm-granite/granite-3.0-3b-a800m-base</a>,🧠,3.54,3374286336,49152,4096,✓,✗
<a href='https://hf.co/LumiOpen/Viking-13B'>LumiOpen/Viking-13B</a>,🧠,3.57,14030361600,131072,4096,✓,✗
<a href='https://hf.co/BSC-LT/salamandra-2b-instruct'>BSC-LT/salamandra-2b-instruct</a>,📝,3.58,2253490176,256000,8192,✓,✗
<a href='https://hf.co/infly/OpenCoder-8B-Base'>infly/OpenCoder-8B-Base</a>,📝,3.61,7771263040,96640,8192,✓,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b'>AI-Sweden-Models/gpt-sw3-6.7b</a>,🧠,3.61,7111057408,64000,2048,✓,✗
<a href='https://hf.co/ibm-granite/granite-7b-instruct'>ibm-granite/granite-7b-instruct</a>,📝,3.61,6738481152,32008,4096,✓,✗
<a href='https://hf.co/HPLT/gpt-13b-nordic-prerelease'>HPLT/gpt-13b-nordic-prerelease</a>,🧠,3.62,14030361600,131072,4096,✓,✗
<a href='https://hf.co/stabilityai/stablelm-2-1_6b'>stabilityai/stablelm-2-1_6b</a>,🧠,3.62,1644515328,100352,4096,✓,✗
<a href='https://hf.co/LumiOpen/Viking-7B'>LumiOpen/Viking-7B</a>,🧠,3.63,7550013440,131072,4096,✓,✗
<a href='https://hf.co/NbAiLab/nb-gpt-j-6B-alpaca'>NbAiLab/nb-gpt-j-6B-alpaca</a>,📝,3.64,6055077088,50400,1024,✗,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-1.3b'>AI-Sweden-Models/gpt-sw3-1.3b</a>,🧠,3.64,1444532224,64000,2048,✓,✗
<a href='https://hf.co/utter-project/EuroLLM-1.7B-Instruct'>utter-project/EuroLLM-1.7B-Instruct</a>,📝,3.64,1656850432,128000,4096,✓,✗
<a href='https://hf.co/mhenrichsen/danskgpt-tiny-chat'>mhenrichsen/danskgpt-tiny-chat</a>,📝,3.65,1100056576,32002,2048,✓,✗
<a href='https://hf.co/microsoft/Phi-4-reasoning'>microsoft/Phi-4-reasoning</a>,🤔,3.66,14659507200,100352,32768,✓,✗
<a href='https://hf.co/BSC-LT/salamandra-2b'>BSC-LT/salamandra-2b</a>,🧠,3.66,2253490176,256000,8192,✓,✗
<a href='https://hf.co/utter-project/EuroLLM-1.7B'>utter-project/EuroLLM-1.7B</a>,🧠,3.68,,128000,4096,✓,✗
<a href='https://hf.co/ibm-granite/granite-7b-base'>ibm-granite/granite-7b-base</a>,🧠,3.69,6738415616,32000,2048,✓,✗
<a href='https://hf.co/google/gemma-7b-it'>google/gemma-7b-it</a>,📝,3.70,8537680896,256000,8192,✗,✗
<a href='https://hf.co/HuggingFaceTB/SmolLM2-1.7B-Instruct'>HuggingFaceTB/SmolLM2-1.7B-Instruct</a>,📝,3.71,1711376384,49152,8192,✓,✗
<a href='https://hf.co/common-pile/comma-v0.1-1t'>common-pile/comma-v0.1-1t</a>,🧠,3.72,7002656768,64256,16384,✓,✗
<a href='https://hf.co/microsoft/Phi-4-mini-reasoning'>microsoft/Phi-4-mini-reasoning</a>,🤔,3.74,3836021760,200064,131072,✓,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m'>AI-Sweden-Models/gpt-sw3-356m</a>,🧠,3.76,470607872,64000,2048,✓,✗
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.77,999885952,262144,32768,✓,✗
<a href='https://hf.co/utter-project/EuroVLM-1.7B-Preview'>utter-project/EuroVLM-1.7B-Preview</a>,📝,3.77,2061162016,128000,,✓,✗
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.78,1235814400,128256,131073,✓,✗
<a href='https://hf.co/Qwen/Qwen1.5-1.8B-Chat'>Qwen/Qwen1.5-1.8B-Chat</a>,📝,3.78,1836828672,151936,32768,✗,✗
<a href='https://hf.co/ibm-granite/granite-3.0-1b-a400m-instruct'>ibm-granite/granite-3.0-1b-a400m-instruct</a>,📝,3.81,1334628352,49155,4096,✓,✗
<a href='https://hf.co/timpal0l/Mistral-7B-v0.1-flashback-v2'>timpal0l/Mistral-7B-v0.1-flashback-v2</a>,📝,3.81,7241732096,32000,4096,✓,✗
<a href='https://hf.co/HuggingFaceTB/SmolLM2-1.7B'>HuggingFaceTB/SmolLM2-1.7B</a>,🧠,3.81,1711376384,49152,8192,✓,✗
<a href='https://hf.co/mhenrichsen/danskgpt-tiny'>mhenrichsen/danskgpt-tiny</a>,🧠,3.88,1100048384,32000,2048,✓,✗
<a href='https://hf.co/Qwen/Qwen1.5-1.8B'>Qwen/Qwen1.5-1.8B</a>,📝,3.88,1836828672,151936,32768,✓,✗
<a href='https://hf.co/ibm-granite/granite-3b-code-base-2k'>ibm-granite/granite-3b-code-base-2k</a>,🧠,3.90,3482503680,49152,2048,✓,✗
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.92,2611528704,128000,4096,✓,✗
<a href='https://hf.co/RuterNorway/Llama-2-7b-chat-norwegian'>RuterNorway/Llama-2-7b-chat-norwegian</a>,📝,3.92,,32000,4096,✗,✗
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.95,2611528704,128000,4096,✓,✗
<a href='https://hf.co/ibm-granite/granite-3b-code-instruct-2k'>ibm-granite/granite-3b-code-instruct-2k</a>,📝,3.96,3482503680,49152,2048,✓,✗
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.96,3211926528,65536,4096,✓,✗
<a href='https://hf.co/HPLT/gpt-7b-nordic-prerelease'>HPLT/gpt-7b-nordic-prerelease</a>,🧠,3.96,7550013440,131072,4096,✓,✗
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.97,1195468800,65536,2048,✓,✗
<a href='https://hf.co/ibm-granite/granite-3.0-1b-a400m-base'>ibm-granite/granite-3.0-1b-a400m-base</a>,🧠,3.97,1384956928,49152,4096,✓,✗
<a href='https://hf.co/infly/OpenCoder-1.5B-Instruct'>infly/OpenCoder-1.5B-Instruct</a>,📝,3.99,1905650880,96640,4096,✗,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct</a>,📝,4.04,186112512,64000,2048,✓,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct</a>,📝,4.06,470607872,64000,2048,✓,✗
<a href='https://hf.co/Qwen/Qwen1.5-0.5B'>Qwen/Qwen1.5-0.5B</a>,📝,4.07,619570176,151936,32768,✓,✗
<a href='https://hf.co/PleIAs/Pleias-Nano'>PleIAs/Pleias-Nano</a>,🧠,4.10,1195468800,65536,2048,✓,✗
<a href='https://hf.co/Qwen/Qwen2.5-Math-1.5B'>Qwen/Qwen2.5-Math-1.5B</a>,📝,4.16,1543714304,151936,4096,✓,✗
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.16,134515008,49152,8192,✓,✗
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.23,134515008,49152,8192,✓,✗
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.24,361821120,49152,8192,✓,✗
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B</a>,🤔,4.24,1777088000,151936,131072,✓,✗
<a href='https://hf.co/NbAiLab/nb-gpt-j-6B-v2'>NbAiLab/nb-gpt-j-6B-v2</a>,🧠,4.25,6050882784,50400,1024,✗,✗
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.25,361821120,49152,8192,✓,✗
<a href='https://hf.co/NorwAI/NorwAI-Mistral-7B-pretrain'>NorwAI/NorwAI-Mistral-7B-pretrain</a>,🧠,4.27,7536586752,67993,4096,✓,✗
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m'>AI-Sweden-Models/gpt-sw3-126m</a>,🧠,4.27,186112512,64000,2048,✓,✗
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.28,353424384,65536,2048,✓,✗
<a href='https://hf.co/PleIAs/Pleias-Pico'>PleIAs/Pleias-Pico</a>,🧠,4.36,353424384,65536,2048,✓,✗
<a href='https://hf.co/infly/OpenCoder-1.5B-Base'>infly/OpenCoder-1.5B-Base</a>,📝,4.43,1905650960,96640,4096,✓,✗
<a href='https://hf.co/NorGLM/NorGPT-369M'>NorGLM/NorGPT-369M</a>,🧠,4.48,,64000,1024,✓,✗
<a href='https://hf.co/ssmits/Falcon2-5.5B-multilingual'>ssmits/Falcon2-5.5B-multilingual</a>,🧠,4.69,5465415680,65024,8192,✓,✓
<a href='https://hf.co/Qwen/Qwen1.5-0.5B-Chat'>Qwen/Qwen1.5-0.5B-Chat</a>,📝,4.80,619570176,151936,32768,✗,✗
<a href='https://hf.co/openai-community/gpt2-medium'>openai-community/gpt2-medium</a>,🧠,5.08,379988992,50257,1024,✓,✗
<a href='https://hf.co/openai-community/gpt2-large'>openai-community/gpt2-large</a>,🧠,5.10,811778816,50257,1024,✓,✗
<a href='https://hf.co/openai-community/gpt2'>openai-community/gpt2</a>,🧠,5.12,137022720,50257,1024,✓,✗
