<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.24@@2.24,32233522176.0,100278.0,65536.0,✗,✗,92.14 ± 0.25 / 96.05 ± 0.13@@92.14,49.07 ± 1.02 / 30.23 ± 2.39@@49.07,19.57 ± 2.44 / 56.21 ± 1.86@@19.57,66.82 ± 0.98 / 47.21 ± 1.54@@66.82,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LumiOpen/Poro-34B'>LumiOpen/Poro-34B</a>,🧠,2.24@@2.24,34216949760.0,128000.0,?,✓,✗,92.87 ± 0.54 / 96.42 ± 0.27@@92.87,43.32 ± 3.74 / 21.37 ± 1.96@@43.32,19.06 ± 2.67 / 56.00 ± 2.99@@19.06,70.97 ± 1.62 / 54.11 ± 2.47@@70.97,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,2.25@@2.25,9241705984.0,256000.0,8192.0,✗,✗,90.47 ± 0.66 / 95.14 ± 0.34@@90.47,40.11 ± 2.41 / 26.52 ± 1.87@@40.11,27.65 ± 1.93 / 58.58 ± 1.36@@27.65,67.74 ± 0.66 / 51.61 ± 1.03@@67.74,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.25@@2.25,?,256128.0,1048576.0,✓,✗,90.07 ± 1.13 / 94.86 ± 0.60@@90.07,53.06 ± 1.97 / 23.60 ± 1.59@@53.06,24.93 ± 3.74 / 59.97 ± 1.90@@24.93,57.60 ± 0.54 / 37.26 ± 1.06@@57.60,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#no-thinking (zero-shot, val)</a>",📝,2.25@@2.25,?,256128.0,1048576.0,✓,✗,90.07 ± 1.13 / 94.86 ± 0.60@@90.07,53.06 ± 1.97 / 23.60 ± 1.59@@53.06,24.93 ± 3.74 / 59.97 ± 1.90@@24.93,57.60 ± 0.54 / 37.26 ± 1.06@@57.60,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.11.0@@151100,15.11.0@@151100
"<a href='https://platform.openai.com/docs/models/gpt-4o-mini'>gpt-4o-mini-2024-07-18 (zero-shot, val)</a>",📝,2.26@@2.26,?,200019.0,128000.0,✓,✗,87.00 ± 1.21 / 93.21 ± 0.63@@87.00,45.54 ± 2.30 / 18.91 ± 1.17@@45.54,28.04 ± 2.05 / 61.59 ± 1.02@@28.04,60.77 ± 0.81 / 37.79 ± 1.03@@60.77,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022 (zero-shot, val)</a>",📝,2.26@@2.26,?,?,200000.0,✓,✗,92.47 ± 1.45 / 96.20 ± 0.73@@92.47,46.49 ± 2.14 / 25.76 ± 1.04@@46.49,25.94 ± 3.64 / 62.68 ± 1.91@@25.94,60.02 ± 0.71 / 30.50 ± 1.33@@60.02,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#no-thinking</a>,📝,2.26@@2.26,110468824832.0,151552.0,131072.0,✓,✗,90.54 ± 1.61 / 95.18 ± 0.91@@90.54,58.67 ± 1.35 / 48.70 ± 1.85@@58.67,41.61 ± 1.57 / 70.03 ± 1.00@@41.61,27.38 ± 1.40 / 0.03 ± 0.02@@27.38,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.26@@2.26,32233522176.0,100278.0,65536.0,✗,✗,92.08 ± 0.35 / 96.01 ± 0.18@@92.08,49.76 ± 1.24 / 31.29 ± 2.50@@49.76,18.10 ± 2.20 / 57.16 ± 1.38@@18.10,66.32 ± 1.95 / 49.09 ± 1.71@@66.32,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tartuNLP/Apertus-EstLLM-8B-1125'>tartuNLP/Apertus-EstLLM-8B-1125</a>,🧠,2.27@@2.27,8053338176.0,131072.0,65536.0,✓,✗,93.24 ± 0.55 / 96.61 ± 0.28@@93.24,44.76 ± 2.59 / 26.44 ± 2.60@@44.76,10.86 ± 3.32 / 38.68 ± 2.97@@10.86,76.47 ± 1.32 / 60.43 ± 2.12@@76.47,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.27@@2.27,32233522176.0,100278.0,65536.0,✗,✗,92.25 ± 0.34 / 96.11 ± 0.17@@92.25,54.93 ± 1.70 / 34.32 ± 2.74@@54.93,15.65 ± 1.87 / 47.02 ± 1.59@@15.65,63.52 ± 7.12 / 46.56 ± 5.53@@63.52,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/CohereForAI/aya-23-35B'>CohereForAI/aya-23-35B</a>,📝,2.28@@2.28,34980831232.0,256000.0,8192.0,✗,✗,91.43 ± 0.54 / 95.67 ± 0.28@@91.43,55.76 ± 1.54 / 30.80 ± 2.84@@55.76,9.67 ± 1.80 / 51.17 ± 2.91@@9.67,70.91 ± 0.88 / 54.17 ± 1.09@@70.91,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,2.29@@2.29,559890946.0,250002.0,512.0,✓,✗,89.62 ± 2.09 / 94.75 ± 1.13@@89.62,76.08 ± 2.71 / 74.43 ± 2.03@@76.08,5.54 ± 3.39 / 49.74 ± 3.83@@5.54,49.74 ± 5.51 / 30.22 ± 4.94@@49.74,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,2.29@@2.29,307531778.0,256000.0,8192.0,✓,✗,80.04 ± 5.19 / 89.93 ± 2.62@@80.04,68.69 ± 2.12 / 65.85 ± 2.19@@68.69,26.96 ± 4.08 / 62.58 ± 2.63@@26.96,41.54 ± 1.68 / 20.97 ± 1.50@@41.54,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001
<a href='https://hf.co/CohereForAI/aya-expanse-32b'>CohereForAI/aya-expanse-32b</a>,📝,2.29@@2.29,32296476672.0,256000.0,8192.0,✗,✗,90.78 ± 0.87 / 95.31 ± 0.46@@90.78,57.33 ± 1.97 / 34.77 ± 2.80@@57.33,8.24 ± 3.31 / 49.38 ± 4.52@@8.24,71.18 ± 0.82 / 50.46 ± 1.27@@71.18,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.30@@2.30,8030326784.0,128264.0,131072.0,✓,✗,92.38 ± 0.51 / 96.18 ± 0.25@@92.38,51.99 ± 1.84 / 34.25 ± 1.44@@51.99,11.21 ± 1.31 / 47.87 ± 1.67@@11.21,67.11 ± 1.76 / 48.27 ± 1.60@@67.11,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/microsoft/phi-4'>microsoft/phi-4</a>,📝,2.30@@2.30,14659507200.0,100352.0,16384.0,✓,✗,92.07 ± 0.62 / 95.99 ± 0.32@@92.07,59.21 ± 1.88 / 37.37 ± 2.70@@59.21,33.19 ± 2.38 / 65.10 ± 1.42@@33.19,31.90 ± 1.09 / 0.14 ± 0.06@@31.90,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#thinking</a>,🤔,2.30@@2.30,110468824832.0,151552.0,131072.0,✓,✗,90.53 ± 0.80 / 95.21 ± 0.41@@90.53,63.11 ± 1.67 / 44.00 ± 1.90@@63.11,35.50 ± 1.39 / 67.52 ± 0.70@@35.50,26.51 ± 0.49 / 0.00 ± 0.00@@26.51,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.32@@2.32,11168796672.0,32128.0,32768.0,✓,✗,93.50 ± 0.56 / 96.75 ± 0.28@@93.50,55.23 ± 1.31 / 32.65 ± 1.64@@55.23,36.11 ± 2.16 / 66.53 ± 1.41@@36.11,31.98 ± 1.40 / 0.16 ± 0.06@@31.98,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.32@@2.32,4022468096.0,151936.0,40960.0,✓,✗,89.23 ± 0.52 / 94.56 ± 0.26@@89.23,50.25 ± 1.49 / 24.89 ± 1.53@@50.25,18.42 ± 1.63 / 58.05 ± 0.87@@18.42,64.08 ± 0.73 / 50.24 ± 1.30@@64.08,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,📝,2.32@@2.32,4022468096.0,151936.0,40960.0,✓,✗,89.23 ± 0.52 / 94.56 ± 0.26@@89.23,50.25 ± 1.49 / 24.88 ± 1.53@@50.25,18.42 ± 1.63 / 58.05 ± 0.87@@18.42,64.08 ± 0.73 / 50.24 ± 1.30@@64.08,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.32@@2.32,?,?,1047576.0,✓,✗,87.59 ± 1.16 / 93.69 ± 0.61@@87.59,42.19 ± 1.88 / 24.51 ± 1.24@@42.19,29.04 ± 1.77 / 60.59 ± 1.53@@29.04,57.21 ± 0.80 / 28.06 ± 1.35@@57.21,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/ibm-granite/granite-34b-code-base'>ibm-granite/granite-34b-code-base</a>,🧠,2.33@@2.33,33715603456.0,49152.0,8192.0,✓,✗,86.36 ± 0.76 / 93.12 ± 0.39@@86.36,57.37 ± 2.74 / 47.53 ± 3.27@@57.37,6.32 ± 2.68 / 46.08 ± 5.06@@6.32,71.72 ± 0.81 / 53.25 ± 1.38@@71.72,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🤔,2.34@@2.34,4659861248.0,248044.0,8192.0,✓,✗,87.78 ± 0.73 / 93.81 ± 0.38@@87.78,44.88 ± 1.33 / 37.96 ± 0.58@@44.88,20.58 ± 4.11 / 59.10 ± 2.01@@20.58,64.86 ± 0.75 / 46.65 ± 1.45@@64.86,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.34@@2.34,8053338176.0,131072.0,65536.0,✓,✗,92.69 ± 0.72 / 96.33 ± 0.37@@92.69,37.11 ± 3.91 / 23.07 ± 3.22@@37.11,18.10 ± 4.80 / 51.23 ± 6.86@@18.10,72.10 ± 1.35 / 56.23 ± 1.73@@72.10,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-flash-002'>gemini/gemini-1.5-flash-002 (zero-shot, val)</a>",📝,2.34@@2.34,?,256128.0,1048576.0,✓,✗,88.72 ± 1.44 / 94.16 ± 0.75@@88.72,41.67 ± 1.81 / 23.30 ± 0.94@@41.67,31.88 ± 2.83 / 64.95 ± 1.43@@31.88,55.13 ± 0.67 / 34.98 ± 0.95@@55.13,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.34@@2.34,70599864640.0,131072.0,65536.0,✗,✗,92.75 ± 0.44 / 96.35 ± 0.22@@92.75,43.54 ± 1.50 / 19.06 ± 0.81@@43.54,21.46 ± 1.90 / 51.68 ± 2.17@@21.46,63.55 ± 1.12 / 45.52 ± 1.16@@63.55,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,2.34@@2.34,574594434.0,250300.0,512.0,✓,✗,83.29 ± 2.69 / 91.61 ± 1.36@@83.29,73.55 ± 0.91 / 70.65 ± 1.02@@73.55,6.53 ± 7.07 / 47.75 ± 6.65@@6.53,54.42 ± 2.08 / 33.88 ± 2.31@@54.42,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/152334H/miqu-1-70b-sf'>152334H/miqu-1-70b-sf</a>,📝,2.35@@2.35,68976648192.0,32000.0,32764.0,✓,✗,91.99 ± 0.74 / 95.95 ± 0.38@@91.99,48.48 ± 1.75 / 24.77 ± 1.43@@48.48,18.11 ± 2.48 / 53.39 ± 2.60@@18.11,60.49 ± 1.51 / 37.69 ± 2.26@@60.49,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/meta-llama/Meta-Llama-3-8B-Instruct'>meta-llama/Meta-Llama-3-8B-Instruct</a>,📝,2.35@@2.35,8030261248.0,128256.0,8192.0,✓,✗,91.62 ± 0.74 / 95.79 ± 0.38@@91.62,52.86 ± 1.68 / 37.60 ± 1.43@@52.86,10.81 ± 2.21 / 52.42 ± 2.28@@10.81,64.96 ± 1.38 / 49.83 ± 1.36@@64.96,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,2.35@@2.35,32207337984.0,100352.0,131072.0,✓,✗,92.45 ± 0.47 / 96.21 ± 0.24@@92.45,57.69 ± 2.18 / 40.19 ± 3.22@@57.69,3.76 ± 1.80 / 34.01 ± 0.62@@3.76,68.82 ± 1.38 / 54.10 ± 1.39@@68.82,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.35@@2.35,10152345600.0,201088.0,131072.0,✓,✗,90.47 ± 0.86 / 95.16 ± 0.45@@90.47,48.10 ± 2.47 / 35.69 ± 1.67@@48.10,21.53 ± 1.80 / 53.28 ± 1.09@@21.53,59.95 ± 0.43 / 45.39 ± 0.50@@59.95,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/Finnish-NLP/roberta-large-finnish'>Finnish-NLP/roberta-large-finnish</a>,🔍,2.35@@2.35,354313218.0,50265.0,514.0,✓,✗,80.25 ± 3.54 / 89.99 ± 1.82@@80.25,77.14 ± 1.38 / 76.18 ± 1.21@@77.14,14.95 ± 9.22 / 55.94 ± 4.47@@14.95,39.70 ± 3.56 / 23.55 ± 3.37@@39.70,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,2.36@@2.36,8053338176.0,131072.0,65536.0,✗,✗,91.62 ± 0.63 / 95.78 ± 0.33@@91.62,45.65 ± 1.45 / 21.28 ± 1.26@@45.65,18.98 ± 1.56 / 57.54 ± 1.42@@18.98,63.56 ± 1.11 / 48.58 ± 0.94@@63.56,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-0528-Qwen3-8B'>deepseek-ai/DeepSeek-R1-0528-Qwen3-8B</a>,🤔,2.36@@2.36,8190735360.0,151936.0,131072.0,✓,✗,85.53 ± 0.77 / 92.54 ± 0.43@@85.53,55.78 ± 1.91 / 35.44 ± 1.38@@55.78,15.54 ± 1.10 / 57.08 ± 0.79@@15.54,60.10 ± 0.51 / 42.79 ± 0.74@@60.10,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.36@@2.36,278044162.0,250002.0,512.0,✓,✗,86.32 ± 0.67 / 93.14 ± 0.34@@86.32,75.76 ± 1.65 / 75.06 ± 1.39@@75.76,7.95 ± 2.75 / 51.32 ± 3.52@@7.95,48.65 ± 2.13 / 29.60 ± 2.01@@48.65,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.38@@2.38,32233522176.0,100278.0,65536.0,✓,✗,90.24 ± 0.71 / 95.04 ± 0.37@@90.24,56.80 ± 1.66 / 41.53 ± 3.28@@56.80,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,75.42 ± 0.78 / 54.75 ± 1.62@@75.42,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.38@@2.38,8030261248.0,128256.0,131072.0,✓,✗,91.68 ± 0.63 / 95.83 ± 0.32@@91.68,50.68 ± 1.35 / 32.46 ± 1.52@@50.68,13.17 ± 2.63 / 54.94 ± 1.67@@13.17,64.17 ± 1.20 / 43.07 ± 1.51@@64.17,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/mistralai/Ministral-8B-Instruct-2410'>mistralai/Ministral-8B-Instruct-2410</a>,📝,2.39@@2.39,8019808256.0,131072.0,32768.0,✓,✗,85.59 ± 0.90 / 92.46 ± 0.51@@85.59,52.46 ± 1.44 / 23.11 ± 1.15@@52.46,10.08 ± 1.67 / 42.50 ± 2.60@@10.08,68.69 ± 0.89 / 53.10 ± 0.99@@68.69,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,2.39@@2.39,4022468096.0,151936.0,262144.0,✗,✗,88.12 ± 0.72 / 93.90 ± 0.39@@88.12,53.88 ± 2.17 / 37.83 ± 3.06@@53.88,8.39 ± 1.84 / 53.42 ± 0.99@@8.39,67.71 ± 1.40 / 50.08 ± 1.88@@67.71,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/allenai/OLMo-2-1124-13B'>allenai/OLMo-2-1124-13B</a>,🧠,2.39@@2.39,13716198400.0,100352.0,4096.0,✓,✗,91.21 ± 0.56 / 95.58 ± 0.29@@91.21,44.68 ± 3.56 / 23.05 ± 2.52@@44.68,9.18 ± 2.53 / 47.32 ± 4.79@@9.18,72.75 ± 0.81 / 54.95 ± 1.33@@72.75,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/01-ai/Yi-1.5-9B'>01-ai/Yi-1.5-9B</a>,🧠,2.39@@2.39,8829407232.0,64000.0,4096.0,✓,✗,88.37 ± 0.69 / 94.02 ± 0.37@@88.37,47.81 ± 2.92 / 27.33 ± 1.40@@47.81,8.79 ± 3.70 / 39.41 ± 3.40@@8.79,72.47 ± 1.03 / 50.88 ± 1.91@@72.47,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,2.39@@2.39,5439438272.0,262400.0,8192.0,✓,✗,88.28 ± 0.69 / 93.96 ± 0.37@@88.28,52.60 ± 0.81 / 24.41 ± 1.10@@52.60,12.71 ± 1.12 / 49.71 ± 1.56@@12.71,63.57 ± 0.44 / 45.85 ± 1.31@@63.57,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.40@@2.40,3349227520.0,262144.0,500000.0,✗,✗,89.78 ± 1.93 / 94.79 ± 0.97@@89.78,39.12 ± 3.61 / 33.41 ± 3.66@@39.12,12.17 ± 3.18 / 50.36 ± 2.63@@12.17,76.83 ± 1.64 / 63.48 ± 1.99@@76.83,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,2.40@@2.40,40433885184.0,256000.0,32768.0,✓,✗,90.57 ± 1.07 / 95.16 ± 0.58@@90.57,57.85 ± 1.73 / 42.05 ± 2.15@@57.85,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,72.03 ± 1.63 / 55.13 ± 2.32@@72.03,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.41@@2.41,22637328384.0,128000.0,4096.0,✓,✗,92.25 ± 0.42 / 96.10 ± 0.22@@92.25,46.97 ± 1.50 / 23.97 ± 0.95@@46.97,11.63 ± 3.40 / 40.07 ± 3.07@@11.63,66.69 ± 2.22 / 52.16 ± 2.38@@66.69,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/tartuNLP/Llama-3.1-EstLLM-8B-0525'>tartuNLP/Llama-3.1-EstLLM-8B-0525</a>,🧠,2.42@@2.42,8030261248.0,128256.0,131072.0,✓,✗,89.91 ± 0.66 / 94.93 ± 0.33@@89.91,50.63 ± 2.46 / 30.79 ± 2.34@@50.63,2.85 ± 1.80 / 50.80 ± 1.21@@2.85,72.98 ± 1.42 / 52.34 ± 1.94@@72.98,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.42@@2.42,7298011136.0,100278.0,65536.0,✓,✗,89.01 ± 0.61 / 94.45 ± 0.29@@89.01,46.80 ± 2.22 / 19.13 ± 1.52@@46.80,8.96 ± 1.37 / 50.56 ± 1.90@@8.96,71.58 ± 0.97 / 51.40 ± 1.45@@71.58,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.42@@2.42,21948655808.0,103424.0,131072.0,✓,✗,89.57 ± 0.75 / 94.74 ± 0.39@@89.57,48.47 ± 1.54 / 20.73 ± 1.10@@48.47,8.86 ± 3.69 / 48.50 ± 5.58@@8.86,68.72 ± 1.37 / 51.34 ± 1.11@@68.72,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/ibm-granite/granite-34b-code-instruct'>ibm-granite/granite-34b-code-instruct</a>,📝,2.42@@2.42,33715603456.0,49152.0,8192.0,✓,✗,85.07 ± 1.37 / 92.52 ± 0.70@@85.07,49.42 ± 3.47 / 36.73 ± 4.38@@49.42,10.74 ± 1.93 / 52.62 ± 2.29@@10.74,66.84 ± 1.05 / 48.68 ± 0.99@@66.84,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.43@@2.43,22637328384.0,128000.0,32768.0,✓,✗,91.75 ± 0.78 / 95.81 ± 0.40@@91.75,48.73 ± 1.52 / 29.41 ± 2.77@@48.73,2.29 ± 4.02 / 34.73 ± 2.72@@2.29,75.86 ± 1.26 / 60.27 ± 1.24@@75.86,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/LumiOpen/Viking-33B'>LumiOpen/Viking-33B</a>,🧠,2.43@@2.43,33119034368.0,131072.0,4096.0,✓,✗,93.15 ± 0.58 / 96.56 ± 0.29@@93.15,34.50 ± 3.00 / 21.00 ± 1.84@@34.50,19.49 ± 2.75 / 57.70 ± 3.26@@19.49,66.17 ± 1.18 / 51.17 ± 1.63@@66.17,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
