<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,1.89@@1.89,307531778.0,256000.0,8192.0,✓,✗,46.95 ± 5.90 / 63.77 ± 3.94@@46.95,75.25 ± 1.82 / 74.49 ± 1.69@@75.25,36.70 ± 2.16 / 67.22 ± 1.87@@36.70,27.73 ± 1.03 / 18.14 ± 1.01@@27.73,16.5.0.dev0@@160500,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,1.90@@1.90,22637328384.0,128000.0,4096.0,✓,✗,61.58 ± 1.20 / 71.32 ± 1.22@@61.58,39.23 ± 1.55 / 28.92 ± 2.02@@39.23,30.70 ± 2.23 / 60.09 ± 3.51@@30.70,60.15 ± 1.34 / 36.43 ± 1.56@@60.15,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,1.90@@1.90,561192082.0,250002.0,512.0,✓,✗,61.77 ± 1.19 / 74.13 ± 1.00@@61.77,79.61 ± 1.08 / 78.85 ± 0.89@@79.61,19.14 ± 12.25 / 53.78 ± 9.85@@19.14,30.58 ± 1.45 / 20.74 ± 1.20@@30.58,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,1.91@@1.91,40433885184.0,256000.0,32768.0,✓,✗,63.15 ± 1.54 / 71.17 ± 2.06@@63.15,50.33 ± 1.36 / 46.36 ± 1.37@@50.33,17.47 ± 6.06 / 46.86 ± 6.78@@17.47,62.74 ± 1.77 / 40.95 ± 2.08@@62.74,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,1.92@@1.92,559890946.0,250002.0,512.0,✓,✗,60.96 ± 1.95 / 72.74 ± 2.06@@60.96,75.78 ± 1.99 / 75.93 ± 2.20@@75.78,22.34 ± 10.65 / 60.09 ± 6.02@@22.34,28.71 ± 2.10 / 18.20 ± 2.30@@28.71,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,1.93@@1.93,32233522176.0,100278.0,65536.0,✓,✗,57.86 ± 1.22 / 66.20 ± 1.68@@57.86,48.78 ± 1.27 / 42.46 ± 3.48@@48.78,17.72 ± 1.89 / 49.78 ± 2.85@@17.72,68.57 ± 1.25 / 42.57 ± 1.02@@68.57,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,1.95@@1.95,11168796672.0,32128.0,32768.0,✓,✗,63.76 ± 0.80 / 74.13 ± 0.74@@63.76,56.68 ± 1.71 / 42.72 ± 2.55@@56.68,34.89 ± 2.43 / 60.51 ± 2.37@@34.89,27.71 ± 1.39 / 0.34 ± 0.12@@27.71,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,1.97@@1.97,8030261248.0,128256.0,131072.0,✓,✗,57.59 ± 1.26 / 68.98 ± 1.24@@57.59,36.46 ± 1.94 / 24.03 ± 1.26@@36.46,31.53 ± 1.45 / 65.32 ± 0.85@@31.53,58.56 ± 1.14 / 31.46 ± 1.63@@58.56,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,2.00@@2.00,11168796672.0,32128.0,32768.0,✓,✗,62.54 ± 1.76 / 73.93 ± 1.20@@62.54,56.49 ± 1.41 / 37.18 ± 3.53@@56.49,34.83 ± 1.94 / 66.90 ± 1.16@@34.83,24.15 ± 1.47 / 1.07 ± 0.94@@24.15,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.01@@2.01,8030326784.0,128264.0,131072.0,✓,✗,64.17 ± 1.24 / 75.92 ± 0.87@@64.17,41.36 ± 2.19 / 33.90 ± 2.48@@41.36,17.03 ± 1.34 / 46.65 ± 1.85@@17.03,61.84 ± 1.52 / 38.29 ± 1.61@@61.84,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.01@@2.01,22637328384.0,128000.0,32768.0,✓,✗,58.36 ± 1.54 / 66.40 ± 1.22@@58.36,50.96 ± 1.87 / 30.72 ± 2.27@@50.96,38.53 ± 1.41 / 66.97 ± 1.52@@38.53,29.52 ± 1.78 / 14.83 ± 1.62@@29.52,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.04@@2.04,8030261248.0,128256.0,131072.0,✓,✗,60.11 ± 0.94 / 67.38 ± 1.34@@60.11,51.09 ± 1.97 / 46.45 ± 2.33@@51.09,9.53 ± 4.18 / 41.81 ± 5.02@@9.53,66.87 ± 2.14 / 45.52 ± 2.40@@66.87,16.5.0.dev0@@160500,16.4.0.dev0@@160400,16.5.0.dev0@@160500,16.4.0.dev0@@160400
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.04@@2.04,32233522176.0,100278.0,65536.0,✗,✗,61.48 ± 1.55 / 74.18 ± 1.22@@61.48,37.93 ± 0.73 / 28.57 ± 1.75@@37.93,22.23 ± 1.80 / 59.28 ± 2.10@@22.23,57.67 ± 0.84 / 31.75 ± 0.98@@57.67,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,2.04@@2.04,8888227328.0,131072.0,131072.0,✓,✗,53.62 ± 0.75 / 62.11 ± 0.82@@53.62,51.14 ± 0.71 / 42.69 ± 0.83@@51.14,22.61 ± 2.28 / 61.09 ± 1.15@@22.61,51.94 ± 1.03 / 31.10 ± 1.46@@51.94,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/lapa-llm/lapa-v0.1.2-instruct'>lapa-llm/lapa-v0.1.2-instruct</a>,📝,2.05@@2.05,12187325040.0,262144.0,8192.0,✗,✗,65.10 ± 1.10 / 74.98 ± 1.00@@65.10,51.96 ± 1.57 / 37.33 ± 2.06@@51.96,37.53 ± 1.58 / 68.07 ± 1.40@@37.53,20.12 ± 1.91 / 0.00 ± 0.00@@20.12,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.06@@2.06,3402836480.0,100352.0,131072.0,✓,✗,55.29 ± 1.00 / 62.40 ± 0.62@@55.29,48.43 ± 1.83 / 41.44 ± 2.87@@48.43,22.83 ± 1.70 / 58.32 ± 1.89@@22.83,52.67 ± 2.03 / 32.73 ± 1.96@@52.67,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.07@@2.07,?,?,1047576.0,✓,✗,54.95 ± 1.93 / 56.78 ± 1.19@@54.95,38.32 ± 1.79 / 26.13 ± 1.32@@38.32,35.39 ± 3.14 / 63.38 ± 1.76@@35.39,46.85 ± 1.32 / 19.28 ± 1.19@@46.85,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.07@@2.07,21511953984.0,201088.0,131072.0,✓,✗,52.21 ± 0.78 / 58.55 ± 0.86@@52.21,50.32 ± 1.90 / 44.69 ± 2.16@@50.32,24.13 ± 1.77 / 55.18 ± 0.94@@24.13,52.91 ± 0.76 / 29.07 ± 1.02@@52.91,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700,16.7.0.dev0@@160700
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.08@@2.08,32234279936.0,100352.0,4096.0,✗,✗,61.20 ± 1.16 / 72.50 ± 1.20@@61.20,45.10 ± 1.05 / 21.38 ± 0.85@@45.10,23.65 ± 1.48 / 58.91 ± 1.60@@23.65,48.95 ± 0.78 / 21.48 ± 0.96@@48.95,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.09@@2.09,9152319488.0,128000.0,4096.0,✓,✗,58.05 ± 2.57 / 68.08 ± 2.90@@58.05,40.59 ± 2.40 / 30.68 ± 2.99@@40.59,20.97 ± 1.65 / 58.82 ± 1.34@@20.97,59.39 ± 1.59 / 39.59 ± 2.39@@59.39,16.5.0.dev0@@160500,16.5.0.dev0@@160500,16.5.0.dev0@@160500,16.6.0.dev0@@160600
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.11@@2.11,8030261248.0,128256.0,131072.0,✓,✗,58.98 ± 1.12 / 68.88 ± 1.17@@58.98,41.02 ± 1.72 / 28.95 ± 1.61@@41.02,21.35 ± 1.99 / 57.16 ± 2.09@@21.35,55.44 ± 0.87 / 26.10 ± 0.76@@55.44,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.12@@2.12,4300079472.0,262144.0,8192.0,✓,✗,61.91 ± 2.13 / 72.61 ± 1.98@@61.91,41.14 ± 2.34 / 38.14 ± 2.07@@41.14,11.20 ± 2.21 / 51.54 ± 3.77@@11.20,61.29 ± 1.51 / 39.12 ± 1.83@@61.29,16.5.0.dev0@@160500,16.4.0.dev0@@160400,16.5.0.dev0@@160500,16.4.0.dev0@@160400
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.14@@2.14,32233522176.0,100278.0,65536.0,✗,✗,61.04 ± 1.60 / 73.94 ± 1.19@@61.04,40.19 ± 1.39 / 31.37 ± 2.35@@40.19,18.50 ± 2.22 / 56.29 ± 2.61@@18.50,56.81 ± 0.65 / 32.52 ± 1.37@@56.81,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.18@@2.18,4300079472.0,262144.0,8192.0,✓,✗,55.65 ± 1.28 / 65.35 ± 1.69@@55.65,42.11 ± 0.75 / 29.84 ± 1.07@@42.11,23.18 ± 1.10 / 60.76 ± 0.58@@23.18,49.56 ± 0.61 / 22.55 ± 0.91@@49.56,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.20@@2.20,140642306.0,256000.0,8192.0,✓,✗,38.88 ± 2.42 / 58.12 ± 2.06@@38.88,73.30 ± 1.78 / 72.67 ± 1.79@@73.30,25.08 ± 5.80 / 61.87 ± 2.97@@25.08,23.40 ± 1.07 / 14.65 ± 0.82@@23.40,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.21@@2.21,3191396096.0,100352.0,131072.0,✓,✗,55.97 ± 1.49 / 64.09 ± 1.73@@55.97,40.65 ± 1.68 / 34.08 ± 1.46@@40.65,16.94 ± 1.60 / 50.05 ± 2.96@@16.94,56.70 ± 0.84 / 35.45 ± 0.88@@56.70,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,2.22@@2.22,7768117248.0,256000.0,8192.0,✓,✗,59.16 ± 1.43 / 70.76 ± 1.33@@59.16,35.55 ± 2.27 / 27.21 ± 2.06@@35.55,11.38 ± 1.73 / 53.70 ± 2.07@@11.38,61.17 ± 1.17 / 38.50 ± 1.65@@61.17,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,2.22@@2.22,1720574976.0,151936.0,40960.0,✗,✗,52.67 ± 1.27 / 62.48 ± 1.55@@52.67,34.91 ± 1.81 / 27.62 ± 2.15@@34.91,19.49 ± 0.94 / 58.57 ± 1.04@@19.49,59.67 ± 1.44 / 35.87 ± 1.58@@59.67,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.22@@2.22,10731524096.0,32000.0,4096.0,✓,✗,52.07 ± 0.69 / 50.55 ± 0.37@@52.07,55.84 ± 1.40 / 44.93 ± 2.93@@55.84,1.52 ± 4.01 / 34.40 ± 1.01@@1.52,65.14 ± 1.50 / 43.48 ± 1.47@@65.14,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.24@@2.24,278044162.0,250002.0,512.0,✓,✗,55.66 ± 2.00 / 69.37 ± 1.70@@55.66,76.19 ± 2.75 / 77.48 ± 2.35@@76.19,14.12 ± 6.66 / 54.32 ± 4.76@@14.12,17.64 ± 2.17 / 10.73 ± 1.48@@17.64,16.5.0.dev0@@160500,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.28@@2.28,21948655808.0,103424.0,131072.0,✓,✗,55.15 ± 1.49 / 68.57 ± 1.27@@55.15,40.81 ± 0.72 / 33.20 ± 2.32@@40.81,10.38 ± 2.96 / 49.41 ± 3.68@@10.38,57.29 ± 1.19 / 32.83 ± 1.24@@57.29,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.28@@2.28,7298011136.0,100278.0,65536.0,✓,✗,52.97 ± 1.21 / 61.47 ± 1.86@@52.97,42.43 ± 2.29 / 30.95 ± 3.65@@42.43,12.63 ± 1.22 / 51.44 ± 3.60@@12.63,56.96 ± 1.03 / 36.51 ± 1.15@@56.96,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.39@@2.39,9152319488.0,128000.0,4096.0,✗,✗,59.97 ± 1.64 / 70.76 ± 1.55@@59.97,42.52 ± 1.42 / 25.49 ± 2.78@@42.52,19.20 ± 3.22 / 49.96 ± 4.96@@19.20,30.37 ± 10.47 / 8.26 ± 10.52@@30.37,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,2.40@@2.40,3606752256.0,128256.0,131072.0,✓,✗,51.55 ± 1.33 / 61.64 ± 1.92@@51.55,36.68 ± 2.05 / 27.12 ± 2.58@@36.68,14.14 ± 1.71 / 49.13 ± 3.43@@14.14,51.72 ± 1.77 / 30.53 ± 2.38@@51.72,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.40@@2.40,2031739904.0,151936.0,40960.0,✓,✗,50.29 ± 0.72 / 56.36 ± 2.22@@50.29,32.56 ± 1.68 / 24.64 ± 1.81@@32.56,16.26 ± 1.46 / 55.25 ± 1.33@@16.26,53.22 ± 1.21 / 32.59 ± 1.40@@53.22,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.44@@2.44,7241748480.0,32002.0,32768.0,✗,✗,54.02 ± 2.36 / 63.66 ± 3.50@@54.02,38.05 ± 3.40 / 30.11 ± 2.22@@38.05,6.49 ± 1.94 / 49.67 ± 3.48@@6.49,56.65 ± 1.21 / 27.18 ± 1.61@@56.65,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.45@@2.45,3075098624.0,128256.0,65536.0,✓,✗,52.71 ± 2.78 / 62.01 ± 2.54@@52.71,42.04 ± 2.17 / 36.93 ± 2.69@@42.04,2.22 ± 2.19 / 34.84 ± 1.36@@2.22,56.67 ± 2.26 / 36.35 ± 2.20@@56.67,16.5.0.dev0@@160500,16.4.0.dev0@@160400,16.5.0.dev0@@160500,16.4.0.dev0@@160400
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,2.49@@2.49,7298011136.0,100278.0,65536.0,✗,✗,51.29 ± 1.26 / 66.53 ± 0.85@@51.29,33.55 ± 1.05 / 28.38 ± 1.64@@33.55,14.04 ± 1.53 / 54.31 ± 1.94@@14.04,46.39 ± 0.97 / 24.57 ± 1.31@@46.39,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,2.54@@2.54,6939037248.0,100352.0,131072.0,✓,✗,55.47 ± 1.61 / 63.05 ± 1.70@@55.47,46.64 ± 1.29 / 35.93 ± 2.10@@46.64,13.25 ± 1.28 / 46.09 ± 1.76@@13.25,27.50 ± 0.94 / 1.91 ± 0.85@@27.50,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,2.57@@2.57,1543714304.0,151936.0,32768.0,✓,✗,51.16 ± 1.18 / 66.07 ± 0.99@@51.16,27.07 ± 0.85 / 16.58 ± 0.81@@27.07,8.33 ± 1.23 / 52.33 ± 0.96@@8.33,55.08 ± 1.55 / 33.82 ± 1.33@@55.08,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,2.59@@2.59,7298011136.0,100278.0,65536.0,✗,✗,50.79 ± 0.98 / 66.11 ± 0.72@@50.79,32.55 ± 1.15 / 26.37 ± 1.79@@32.55,12.26 ± 1.35 / 53.56 ± 1.80@@12.26,43.25 ± 1.11 / 19.51 ± 1.36@@43.25,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,2.70@@2.70,7298011136.0,100278.0,65536.0,✗,✗,48.84 ± 1.05 / 62.75 ± 1.21@@48.84,34.45 ± 1.64 / 30.28 ± 1.98@@34.45,6.50 ± 2.66 / 49.93 ± 2.31@@6.50,44.55 ± 1.49 / 22.31 ± 1.79@@44.55,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,2.71@@2.71,4619184640.0,128004.0,65536.0,✓,✗,50.62 ± 1.29 / 54.04 ± 1.87@@50.62,33.56 ± 7.33 / 32.47 ± 6.51@@33.56,0.67 ± 1.02 / 33.46 ± 0.28@@0.67,48.36 ± 1.07 / 29.25 ± 1.14@@48.36,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,2.73@@2.73,7241732096.0,32000.0,32768.0,✓,✗,29.55 ± 11.69 / 35.42 ± 8.15@@29.55,42.66 ± 2.88 / 39.79 ± 2.93@@42.66,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,59.59 ± 1.52 / 36.96 ± 2.28@@59.59,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,2.80@@2.80,3212749824.0,128256.0,131072.0,✓,✗,47.48 ± 0.74 / 50.81 ± 1.08@@47.48,27.04 ± 2.30 / 22.00 ± 2.11@@27.04,9.67 ± 1.08 / 51.20 ± 1.30@@9.67,39.74 ± 1.05 / 21.73 ± 1.64@@39.74,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,2.83@@2.83,7799574528.0,100096.0,4096.0,✓,✗,45.44 ± 4.67 / 62.09 ± 4.11@@45.44,35.63 ± 2.24 / 29.33 ± 2.57@@35.63,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,42.14 ± 1.02 / 25.59 ± 1.73@@42.14,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,2.87@@2.87,4619189760.0,128005.0,65536.0,✓,✗,55.19 ± 1.15 / 70.21 ± 0.81@@55.19,27.82 ± 2.54 / 19.08 ± 2.12@@27.82,14.98 ± 1.06 / 48.61 ± 1.97@@14.98,14.13 ± 1.28 / 0.00 ± 0.00@@14.13,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,2.93@@2.93,999885952.0,262144.0,32768.0,✓,✗,49.61 ± 6.39 / 56.89 ± 7.54@@49.61,20.07 ± 3.11 / 18.09 ± 3.14@@20.07,1.76 ± 1.45 / 48.92 ± 2.71@@1.76,39.77 ± 1.12 / 24.13 ± 1.23@@39.77,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,2.96@@2.96,2569272320.0,65536.0,128000.0,✗,✗,46.01 ± 1.29 / 57.70 ± 1.92@@46.01,16.53 ± 2.09 / 15.36 ± 1.99@@16.53,8.90 ± 1.02 / 53.51 ± 0.98@@8.90,39.87 ± 0.85 / 18.23 ± 1.42@@39.87,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,2.97@@2.97,7768117248.0,256000.0,8192.0,✓,✗,6.91 ± 3.02 / 19.99 ± 1.87@@6.91,37.10 ± 0.95 / 34.51 ± 1.74@@37.10,8.63 ± 2.70 / 42.67 ± 4.66@@8.63,58.84 ± 1.46 / 38.20 ± 1.63@@58.84,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,3.00@@3.00,108867577.0,84985.0,512.0,✓,✗,26.25 ± 6.34 / 48.20 ± 7.04@@26.25,72.82 ± 1.12 / 73.12 ± 0.93@@72.82,2.43 ± 3.12 / 42.27 ± 5.68@@2.43,0.27 ± 0.25 / 0.18 ± 0.19@@0.27,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.01@@3.01,751632384.0,151936.0,40960.0,✓,✗,39.34 ± 3.70 / 55.84 ± 4.16@@39.34,31.24 ± 2.78 / 24.68 ± 3.21@@31.24,1.27 ± 1.88 / 36.84 ± 3.97@@1.27,33.78 ± 1.24 / 18.97 ± 1.38@@33.78,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
